original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
"elegant portrait of natalie portman as iron man by greg manchess, mucha, william adolphe bouguereau, john singer sargent, sorolla, winslow homer, dean cornwell, james gurney, kilin eng, ilya repin, pablo carpio ",elegant portrait of natalie portman as iron man by greg manchess mucha william adolphe bouguereau john singer sargent sorolla winslow homer dean cornwell james gurney kilin,elegant portrait of natalie portman as iron man by greg manchess mucha william adolphe bouguereau john singer sargent sorolla winslow homer dean cornwell james gurney kil,elegant portrait of natalie portman as the iron man by greg manchess mucha william adolphe bouguereau john singer sargent sorolla winslow homer dean cornwell james gurney kil,41,43,47,2,43.6666666666667
"a mind - blowing portrait of a goblin chieftain, wearing a skeleton armor, green, deep focus, d & d, fantasy, intricate, elegant, badass, highly detailed, digital painting, artstation, concept art, matte, sharp, illustration, hearthstone, art by artgerm and greg rutkowski and alphonse mucha ",a mind-blowing portrait of a goblin chieftain wearing a skeleton armor green deep focus d d fantasy intricate elegant badass highly detailed digital painting artstation concept art matte sharp illustration hearthstone art by artgerm and greg,a mind-blowing portrait of a goblin chieftain wearing skeleton armor green deep focus d d fantasy intricate elegant badass highly detailed digital painting artstation concept art matte sharp illustration hearthstone art by artgerm and greg,it's a mind-blowing portrait of a goblin chieftain wearing a skeleton armor green deep focus d d fantasy intricate elegant badass highly detailed digital painting artstation concept art matte sharp illustration hearthstone art by artger,45,47,53,2,48.3333333333333
"A fantasy comic book style portrait painting of a goblin in a cavern setting, unreal 5, DAZ, hyperrealistic, octane render, RPG portrait, ambient light, dynamic lighting",a fantasy comic book style portrait painting of a goblin in a cavern setting unreal 5 daz hyperrealistic octane render rpg portrait ambient lighting dynamic lighting,a fantasy comic book style portrait painting of a goblin in a cave setting unreal 5 daz hyperrealistic octane rendering rpg portrait ambient light dynamic lighting,a fantasy comic book style portrait of a goblin in a cave setting unreal 5 daz hyperrealistic octane render rpg portrait ambient light dynamic lighting,15,17,23,2,18.3333333333333
"a realistic 35mm lense photograph of Homer Simpson as the Joker, with smile, 2008 4k, cinematic",a realistic 35mm lens photograph of homer simpson as the joker with a smile 2008 4k cinematic,a realistic 35mm lens photograph of homer simpson as the joker with a smile 2008 4k cinema,a realistic 35mm lens photograph of homer simpson as the joker with a smile 2008 4k cinematic film,15,18,20,2,17.6666666666667
"an ultra detailed portrait of king richard the lionhearted as a shonen anime protagonist wielding a huge flaming longsword blessed by god, epic anime fantasy, 8 k, volumetric lighting, smooth, highly detailed, digital illustration, art by kentaro miura and akira toriyama and artgerm ",an ultra detailed portrait of king richard the lionhearted as a shonen anime protagonist holding a huge flaming longsword blessed by god epic anime fantasy 8 k volumetric lighting smooth highly detailed digital illustration art by kentaro miura and akira,an ultra detailed portrait of king richard the lionhearted as a shonen anime protagonist wielding a huge flaming longsword blessed by god epic anime fantasy 8 k volumetric lighting smooth highly detailed digital illustration art by kentaro miura and ,this is an ultra detailed portrait of king richard the lionhearted as a shonen anime protagonist wielding a huge flaming longsword blessed by god epic anime fantasy 8 k volumetric lighting smooth highly detailed digital illustration art by ken,37,39,52,2,42.6666666666667
"woman in full plated armor on a battlefield, digital art by frank franzetta and xiaoguang sun ",woman in full armor on a battlefield digital art by frank franzetta and xiaoguang sun,woman clad in full armor on a battlefield digital art by frank franzetta and xiaoguang sun,on a battlefield woman in plated armor digital art by frank franzetta and xiaoguang sun -,20,22,36,2,26.0
draconite creature design by mike mignola ,draconite creation by mike mignola,draconite design by mike mignola '',design of the creature by mike mignola,21,23,26,2,23.3333333333333
"landscape that looks like an abstract fractal,apophysis",landscape that looks like abstract fractalapophysis,landscape that seems like an abstract fractalapophysis,landscape looks like fractalapophysis abstract,15,16,38,1,23.0
"zoomed in iphone photo rainy night in the city, reflections, astronaut",in iphone photo rainy night in the city reflections astronauts,zoomed in iphone photo rainy night in the city reflections,in iphone photo rainy night in the city reflections,20,22,29,2,23.6666666666667
"a UFO hovering over the head of an African Jesus, a colourful painting by Hsiao-Ron Cheng,",hovering over the head of an african jesus a colourful painting by hsiao-ron cheng,hovering over the head of an african jesus a colorful painting by hsiao-ron cheng,hovering above the head of an african jesus a colourful painting by hsiao-ron cheng,18,19,21,1,19.3333333333333
a racoon in Berserk style,a racoon in the berserk style,a racoon in the style of berserke,a racoon in the style of berserk,16,25,26,1,22.3333333333333
"face portrait of dreamy Mila Kunis exploring an eerie derelict space station, colorful nebula through large window, 1980s, Ludek Pesek, Rick Guidice, Chesley Bonestell, Lucien Rudaux, Rolf Klep, Fred Freeman, George Pal",the face portrait of the dreamy mila kunis exploring an eerie derelict space station colorful nebula through a large window 1980s ludek pesek rick guidice chesley bonestell lucien rudaux rolf klep,the face portrait of the dreamy mila kunis exploring an eerie derelict space station colorful nebula through a large window 1980s ludek pesek rick guidice chesley bonestell lucien rudaux rolf kle,the face portrait of the dreamy mila kunis exploring an eerie derelict space station colorful nebula through a large window 1980s ludek pesek rick guidice chesley bonestell luci,39,40,58,1,45.6666666666667
"futuristic car, by Syd Mead",futuristic car from syd mead,future car by syd mead,car by syd mead,16,17,23,1,18.6666666666667
"portrait of crazy pale man from pan's labyrinth, symmetrical, by yoichi hatakenaka, masamune shirow, josan gonzales and dan mumford, ayami kojima, takato yamamoto, barclay shaw, karol bak, yukito kishiro ",portrait of a pale man from pan's labyrinth symmetrical by yoichi hatakenaka masamune shirow josan gonzales and dan mumford ayami kojima takato yamamoto ,portrait of the crazy pale man from pan's labyrinth symmetrical by yoichi hatakenaka masamune shirow josan gonzales and dan mumford ayami kojima takato barclay ,portraits of a pale man from pan's labyrinth symmetrical by yoichi hatakenaka masamune shirow josan gonzales and dan mumford ayami kojima takato barclay,54,55,57,1,55.3333333333333
"realistic detailed face portrait of a young arabic man with short black hair dressed with a simple white t - shirt, white background white bank studio light, art by yoshitaka amano, alphonse mucha, ayami kojima, greg hildebrandt, and mark brooks, high qualit 8 k ",realistic detailed face portrait of a young arabic man with short black hair dressed with a simple white shirt white background white bank studio light art by yoshitaka amano alphonse mucha ayami kojima greg,the realistic detailed face portrait of a young arabic man with short black hair dressed with a simple white shirt white background white bank studio light art by yoshitaka amano alphonse mucha ayami kojima ,the realistic detailed face portrait of a young arabic man with short black hair dressed with a simple white shirt white background white bank studio light art by yoshitaka amano alphonse mucha ayami ,61,62,69,1,64.0
"Tel Aviv city in summer time, by Tristan Eaton Stanley Artgerm and Tom Bagshaw",tel aviv city in summer by tristan eaton stanley artgerm and tom bagshaw,tel aviv city in the summer by tristan eaton stanley artgerm and tom bagshaw,tel aviv in summer by tristan eaton stanley artgerm and tom bagshaw,17,21,22,1,20.0
"a train driving through a psychedelic tunnel, by ivan aivazovski, ",a train passing through a psychedelic tunnel by ivan aivazovski,a train passing through a psychedelic tunnel by ivan aivazovsky,a train through a psychedelic tunnel by ivan aivazovski,17,18,21,1,18.6666666666667
heisenberg and michaeel scott having an argument,heisenberg and scott having an argument,and michaeel scott having an argument,there's an argument between heisenberg and scott,21,23,45,2,29.6666666666667
"artwork of a tent on top of a mountain at night next to a campfire, art by tim hildebrandt, deep depth of field. highly detailed, hyper realism, hd, 4 k ",the artwork of a tent on the top of a mountain at night next to a campfire the art by tim hildebrandt deep depth of field highly detailed hyper-realism,the artwork of a tent on the top of a mountain at night next to a campfire the art of tim hildebrandt deep depth of field highly detailed hyper-realism,the artwork of a tent on the top of a mountain at night next to a campfire the art of tim hildebrandt deep depth of field,27,29,58,2,38.0
"extremely beautiful futuristic super schizophrenic psychotic prismatic superhuman, lush detail, herb ritts, roger deakins, anne leibovitz, beeple, cinematic lighting, sharp focus, hyperrealism, greg rutkowski, psychosis, beautiful psychotic radiant madwoman, super schizophrenic superhuman, volumetric light ",extremely beautiful futuristic super schizophrenic psychotic prismatic superhuman lush detail herb ritts roger deakins anne leibovitz beeple cinematic lighting sharp focus hyperrealism greg rutkowski psychosis,extremely beautiful futuristic super schizophrenic psychotic prismatic superhuman lush detail herb ritts roger deakins anne leibovitz beeple cinematic lighting sharp focus hyperrealism greg rutkowski psychos,incredibly beautiful futuristic super schizophrenic psychotic prismatic superhuman lush detail herb ritts roger deakins anne leibovitz beeple cinematic lighting sharp focus hyperrealis,98,100,129,2,109.0
An arcade machine on top of hill with the sunset in the background,an arcade machine on top of the hill with the sunset in the background,an arcade machine on the top of a hill with the sunset in the background,on top of a hill with sunset in background,16,18,40,2,24.6666666666667
"a chain made of teddy bear heads floating over the desert at sunset, unreal engine 5",a chain made of teddy bear heads floated over the desert at sunset unreal engine 5,a chain of teddy bear heads floating over the desert at sunset unreal engine 5,unreal engine 5,15,17,80,2,37.3333333333333
"a highly detailed, sci fi image of a new king being crowned in a fallen society. The crowd is looking on hopeful as their new leader takes the throne. In the style of Kilian Eng",this is a highly detailed sci-fi image of a new ruler being crowned in a fallen society the crowd is looking hopeful as their new leader takes the throne,a highly detailed sci-fi image of a new king being crowned in a fallen society the crowd looks hopeful as their new leader takes the throne,a highly detailed sci-fi image of a new king being crowned in a fallen society the crowd is hopeful as their new leader takes the throne,48,51,53,2,50.6666666666667
a painterly stylized crystal! by james gilleard ,a painterly crystal by james gilleard,a painted crystal by james gilleard,artist james gilleard's painted crystals,22,24,42,2,29.3333333333333
a recent photograph of god smoking a cuban cigar by man ray ,there's a recent photo of god smoking a cuban cigar by man ray,a recent photo of god smoking a cuban cigar by man ray,a recent picture of god smoking a cuban cigar by man ray,16,18,20,2,18.0
"House shaped as an apple, lit by the light of gods, sunrise, hyper detailed, artstation, cgsociety by greg rutkowski and by Gustave Dore",house shaped as an apple lit by the light of gods sunrise hyper detailed artstation cgsociety by greg rutkowski and gustave dore,house shaped as an apple lit by the light of gods sunrise hyper detailed artstation cgsociety by greg rutkowski and gustave doreen,house as an apple lit by the light of the gods sunrise hyper detailed artstation cgsociety by greg rutkowski and gustave dore,15,17,26,2,19.3333333333333
a old map of the world as painting by matisse ,a old map of the world as painted by matisse,the map of the world as painted by matisse,a map of the world as painted by matisse '',16,19,21,2,18.6666666666667
"a painting of low earth orbit space city, by john harris. ultra clear detailed. 8 k ",it's a painting of low earth orbit space city by john harris,it's a painting of a low earth orbit space city by john harris,a painting of a low earth orbit space city by john harris,38,40,42,2,40.0
"lucid dream concept art, behind the scenes, candid photography",lucid dream concepts behind the scenes candid photography,dream concept art behind the scenes candid photography,behind the scenes lucid dream concept photography candid,16,18,45,2,26.3333333333333
"sea and sky, big wave and foam, cliffs, stormy sky, cumulonimbus, artwork by frederick judd waugh and aivazovsky and ed mell",sea sky big wave foam cliffs stormy sky cumulonimbus artwork by frederick judd waugh and aivazovsky and ed me,sea sky big wave foam cliffs stormy sky cumulonimbus artwork by frederick judd waugh aivazovsky and ed mell,sea sky big wave foam cliffs stormy sky cumulonimbus artwork by frederick judd waugh aivaz,22,24,41,2,29.0
"anime scenery of ice mountains, a teenage girl standing on a lone stone wall, a dark silhouette of a dragon in the sky!!, a dark silhouette of a dragon in the sky!!, ambient lighting, powerfully shaded, digital art by makoto shinkai, clamp, hayao miyazaki, yoshitaka amano ",anime scenery of ice mountains a teenage girl standing on a lone stone wall a dark silhouette of a dragon in the sky a dark silhouette of a dragon in the sky ambient lighting powerfully shaded digital art by makoto shin,the anime scenery of the ice mountains a teenage girl standing on one stone wall a dark silhouette of a dragon in the sky a dark silhouette of a dragon in the sky ambient lighting powerfully shaded digital art by makoto shinka,the anime scenery of the ice mountains a teenage girl standing on one stone wall a dark silhouette of a dragon in the sky a dark silhouette of a dragon in the sky ambient lighting powerfully shaded digital art by makot,53,55,63,2,57.0
"hyperrealist painting of a skinny grey scientist and a cube inside a giant transparent bubble from howl's moving castle ( 2 0 0 4 ) in a flooded monument valley stonehenge jungle. moody, misty, depth perception. ",a hyperrealist painting of a skinny grey scientist and a cube inside a giant transparent bubble from howl's moving castle 2 0 0 4 in a flooded monument valley stonehenge jungle,hyperrealist painting of a skinny grey scientist and a cube inside a giant transparent bubble from howl's moving castle 2 0 0 4 in a flooded monument valley stonehenge jungle,hyperrealistic painting of a skinny grey scientist and a cube inside a giant transparent bubble from howl's moving castle 2 0 0 4 in a flooded monument valley stonehenge jungle,44,46,48,2,46.0
"an urban Japanese street in the future, painting by Syd Mead and Edward Hopper",a japanese urban street in the future painting by syd mead and edward hopper,an urban japanese street in the future by syd mead and edward hopper,in the future painting by syd mead and edward hopper an urban japanese street,19,21,62,2,34.0
"Nathan Fielder helps Walter White with his struggling business, tv show screencap, 1080p",nathan fielder helps walter white with his struggling business show screencap 1080p,nathan fielder helps walter white with his struggling business tv series screencap 1080p,he helps walter white with his struggling business show screencap 1080p,15,17,27,2,19.6666666666667
"a portrait of megatron, fantasy, sharp focus, intricate, elegant, digital painting, artstation, matte, highly detailed, concept art, illustration, ambient lighting, art by ilya kuvshinov, artgerm, alphonse mucha, and greg rutkowski ",a portrait of megatron fantasy sharp focus intricate elegant digital painting artstation matte highly detailed concept art illustration ambient lighting art by ilya kuvshinov alphonse mucha and greg rutkowski,a portrait of megatron fantasy sharp focus intricate elegant digital painting artstation matte highly detailed concept art illustration ambient lighting art by ilya kuvshinov artgerm alphonse mucha and greg,art by ilya kuvshinov alphonse mucha and greg rutkowski a portrait of megatron fantasy sharp focus intricate elegant digital painting artstation matte highly detailed concept art illustration ambient lighting,21,23,114,2,52.6666666666667
"a portrait of joe biden with background scenery by juergen teller, iris van herpen ",with a portrait of joe biden with a background by juergen teller iris van herpen,a portrait of joe biden with a background by juergen teller iris van herpen,a portrait of joe biden with a backdrop by juergen teller iris van herpen,21,23,27,2,23.6666666666667
Zwarte Piet working in the cotton fields of Missouri,zwarte piet works in missouri cotton fields,in missouri cotton fields zwarte piet worked,in the cotton fields of missouri zwarte piet worked,34,49,51,2,44.6666666666667
a m. c. escher style drawing of a nightclub filled with people ,there's an illustration of a nightclub filled with people,a drawing in the style of m c escher of a nightclub filled with people,there's an illustration in the style of mc escher of a nightclub full of people,32,33,46,1,37.0
"painted closeup of fantasy battlefield, cute kittens fighting cute puppies, fantasy intricate elegant extremely detailed digital painting trending artstation concept art sharp focus illustration art by gustave courbet greg rutkowski craig mullins ",closeup of fantasy battlefield cute kittens fighting cute puppies fantasy intricate elegant extremely detailed digital painting trending artstation concept art sharp focus illustration art by gustave courbet greg rutkowski craig mullins,close up of fantasy battlefield cute kittens fighting cute puppies fantasy intricate elegant extremely detailed digital painting trending artstation concept art sharp focus illustration art by gustave courbet greg rutkowski craig mullins,a painted closeup of fantasy battlefield cute kittens fighting cute puppies fantasy intricate elegant extremely detailed digital painting trending artwork concept art sharp focus illustration art by gustave courbet greg rutkowski,21,22,32,1,25.0
"realistic detail face portrait of Anya Taylor-Joy by Hans. Rudolf. Giger,  Maxfield Parrish, Hans Heyerdahl, Realism painting",realistic detail face portrait of anya taylor-joy by hans rudolf giger maxfield parrish hans heyerdahl realism painting,realistic detail face portrait of anya taylor-joy by hans rudolf giger maxfield parrish hans heyerdahl realism paintings,realistic detail face portrait of anya taylor-joy by hans rudolf giger maxfield parrish hans heyerdahl realism,15,16,24,1,18.3333333333333
"a female cyborg with magic eyes and a steampunk diadem drinking a multicolored magic drink in a bar, highly detailed painting by studio ghibli and carravagio, leyendecker, craig mullins, nice lighting, smooth tiny details, soft and clear shadows, low contrast, perfect, insanely integrate, nikon photo ",a female cyborg with magic eyes and a steampunk diadem drinking a multicolored magic drink in a bar highly detailed painting by studio ghibli and carravagio leyendecker craig mullins nice lighting smooth tiny details soft and clear,a female cyborg with magic eyes and a steampunk diadem drinking a multicolored magic drink in a bar highly detailed paintings by studio ghibli and carravagio leyendecker craig mullins nice lighting smooth tiny details soft and clear,a female cyborg with magical eyes and a steampunk diadem drinking a multicolored magic drink in a bar highly detailed painting by studio ghibli and carravagio leyendecker craig mullins nice lighting smooth tiny details soft and clear,73,74,75,1,74.0
"Darth Vader walking on the seabed, as schools of fish swim past",darth vader walking on the seabed as schools of fish swim by,darth vader walking on the seabed as schools of fish swim,as schools of fish swim past darth vader on the seabed,16,17,58,1,30.3333333333333
"landscape of japanese countryside, in style of weezer pinkerton",landscape of japanese countryside in style weezer pinkerton,landscape of japanese countryside in the style of weezer pinkerton,landscape of the japanese countryside in the style of weezer pinkerton,15,16,20,1,17.0
"a cinematic hyperrealism highly detailed photograph of a small cottage in a dark black night on a wide prairie, by issac levitan and studio ghibli, deviantart ",a cinematic hyperrealistic highly detailed photograph of a small cottage in a dark black night on a wide prairie by issac levitan and studio ghibli deviantart ,a cinematic hyperrealism highly detailed photograph of a small cottage in a dark black night on a large prairie by issac levitan and studio ghibli deviantart ,cinematographic hyperrealism highly detailed photograph of a small cottage in a dark black night on a wide prairie by issac levitan and studio ghibli deviantart,15,16,20,1,17.0
"a freaky family portrait, 1 9 th century illustration by john tenniel ",a freaky family portrait 1 9th century illustration by john tennie,freaky family portrait 1 9th century illustration by john tenniel,a freaky family portrait from the 9th century illustration by john tenniel,15,16,21,1,17.3333333333333
try resetting modem ,try resetting a modem,try resetting the modem,try resetting your modem,15,17,18,1,16.6666666666667
"Two still figures facing camera, They are emotional. Choatic, glitch art aesthetic, cyberpunk, ethereal painting in the style of Francis Bacon",two still figures facing the camera they are emotional choatic glitch art aesthetic cyberpunk ethereal painting in the style of francis bacon,two still figures face the camera they are emotional choatic glitch art aesthetic cyberpunk ethereal painting in the style of francis bacon,it is emotionally charged two still figures facing the camera choatic glitch art aesthetic cyberpunk ethereal painting in the style of francis bacon,17,18,42,1,25.6666666666667
stunning photo of a drink under the sun light ,a beautiful photo of a drink under the sunlight,a photo of a drink under the sunlight ,stunning photo of a drink under the light of the sun ,19,20,26,1,21.6666666666667
"a wholesome animation key shot of a blue haired girl with a raccoon tail, studio ghibli, pixar and disney animation, sharp, disney concept art watercolor illustration by mandy jurgens and alphonse mucha and alena aenami, pastel color palette, dramatic lighting ",a wholesome animation key shot of a blue haired girl with a raccoon tail studio ghibli pixar and disney animation sharp disney concept art watercolor illustration by mandy jurgens and alphonse mucha and alena,a wholesome animation key shot of a blue-haired girl with a raccoon tail studio ghibli pixar and disney animation sharp disney concept art watercolor illustration by mandy jurgens and alphonse mucha and alena,a wholesome animation key shot of a blue-haired girl with a raccoon tail studio ghibli pixar and disney animation sharp disney concept art watercolor illustration by mandy jurgens and alphonse mucha and alen,59,60,61,1,60.0
"a young girl and her tall humanoid robot going on a trip together, in a field, detailed, cinematic, cinematic lighting, by Simon Stalenhag",she and her tall humanoid robot go on a trip together in a field detailed cinematic lighting by simon stalenhag,she and her tall humanoid robot are going on a trip together in a field detailed cinematic lighting by simon stalenhag,she and her tall humanoid robot are on a trip together in a field detailed cinematic lighting by simon stalenhag,35,36,37,1,36.0
gravity falls in the style of disco elysium. ,gravity falls in the style of disco elysium '',gravity falls in the style of a disco elysium,gravity falls in the style of the elysium disco '',15,16,25,1,18.6666666666667
twin peaks movie poster art by victo ngai ,twin peaks movie poster by victo ngai,twin peaks film poster art by victo ngai,twin peaks poster art by victo ngai,17,18,19,1,18.0
two sweet sweet sweet potatoes at a funfair ,two sweet sweet potatoes at a funfair,two sweet sweet potatoes in a funfair ,two sweet potatoes in a funfair,19,20,27,1,22.0
A giant black squid holding a tennis racket,a gigantic black squid holding a tennis racket,a huge black squid holding a tennis racket,a giant black squid with a tennis racket,15,16,18,1,16.3333333333333
"portrait, attractive mutant dryad, digital tempera and pastels, dramatic lighting, extremely high detail, pen and ink, intricate illustration, by stephen bradbury, frank frazetta, wendy froud, john picacio, artstation, wlop, pixiv ",portrait attractive mutant dryad digital tempera and pastels dramatic lighting extremely high detail pen and ink intricate illustration by stephen bradbury frank frazetta wendy froud john picaci,portraits attractive mutant dryad digital tempera and pastels dramatic lighting extremely high detail pen and ink intricate illustration by stephen bradbury frank frazetta wendy froud john picaci,portraits attractive mutant dryad digital tempera and pastels dramatic lighting extremely high detail pen and ink intricate illustration by stephen bradbury frank frazetta wendy froud,36,37,49,1,40.6666666666667
"a single lone cyberpunk spaceship emerging from a galactic nebula, by josan gonzalez, highly detailed, full color ",in a galactic nebula josan gonzalez has created a single cyberpunk spaceship in full color ,in a galactic nebula josan gonzalez has created a single cyberpunk spaceship in full color -,in a galactic nebula josan gonzalez has created a single cyberpunk spaceship,84,85,91,1,86.6666666666667
"a portrait of a long haired, red headed male sky - pirate in front of an airship, epic fantasy, intricate, elegant, highly detailed, digital painting, trending on artstation, concept art, smooth sharp focus, illustration, art by artgerm and greg rutkowski ",a portrait of a long haired redheaded male sky pirate in front of an airship epic fantasy intricate elegant highly detailed digital painting trending on artstation concept art smooth sharp focus illustration art by artgerm and greg rutkowski ,a portrait of a long haired red-headed male sky pirate in front of an airship epic fantasy intricate elegant highly detailed digital painting trending on artstation concept art smooth sharp focus illustration art by artgerm and greg rutkowski,this is a portrait of a long-haired red-headed sky pirate in front of an airship epic fantasy intricate elegant highly detailed digital painting trending on artstation concept art smooth sharp focus illustration art by artgerm and greg,15,16,30,1,20.3333333333333
"shunga scene with turbulent river. painting by munch, agnes pelton, egon schiele, henri de toulouse - lautrec, utamaro, monet ",scene with turbulent river painting by munchagnes pelton egon schiele henri de toulouse lautrec utamaro mone,scene with turbulent river painting by munchagnes pelton egon schiele henri de toulouse lautrec utamaro mon,painting by munchagnes pelton egon schiele henri de toulouse lautrec utamaro monet -,25,26,51,1,34.0
"still life closeup of a glass of milk hit by a shaft of sunlight on the table early morning light art by anders zorn, wonderful masterpiece by greg rutkowski, beautiful cinematic light, american romanticism thomas lawrence, greg rutkowski rule of thirds, golden ratio global illumination caustics subsurface scattering ",still life closeup of a glass of milk hit by a shaft of sunlight on the table early morning light art by anders zorn wonderful masterpiece by greg rutkowski beautiful cinematic light american romanticism thomas lawrence greg rutkowski rule of thirds,still life close up of a glass of milk hit by a shaft of sunlight on the table early morning light art by anders zorn wonderful masterpiece by greg rutkowski beautiful cinematic light american romanticism thomas lawrence greg rutkowski rule of thirds,still life closeup of a glass of milk hit by a shaft of sunlight on the table early morning light art by anders zorn wonderful masterpiece by greg rutkowski beautiful cinematic light american romanticism thomas lawrence greg rut,77,78,98,1,84.3333333333333
"a young edwardian woman wearing a white dress on a beach in Sweden, holding hands with another young edwardian woman, in the style of Anders Zorn",she was holding hands with another young edwardian woman on a beach in sweden in the style of anders zorn,she was holding hands with another young edwardian woman on a beach in sweden in the style of anders zorne,she was holding hands with another young edwardian woman on a beach in sweden in the style of anders zorn and wearing ,91,92,101,1,94.6666666666667
"a highly detailed marble portrait of stephen strange, james gurney, james jean ",in a highly detailed marble portrait of stephen strange james gurney james,a very detailed marble portrait of stephen strange james gurney james jean,there's a detailed marble portrait of stephen strange james gurney james,17,18,23,1,19.3333333333333
"portrait of anime girl in mechanic armor in night tokyo by makoto sinkai, my hero academia,cyberpunk, greg rutkowski, perfect face, fine details",portrait of anime girl in mechanic armor night tokyo by makoto sinkai my hero academiacyberpunk greg rutkowski perfect face fine details,portrait of anime girl in mechanic armor night tokyo by makoto sinkai my hero academia cyberpunk greg rutkowski perfect face fine details,portrait of anime girl in mechanic armor in night tokyo by makoto sinkai my hero academiacyberpunk greg rutkowski perfect face,15,16,25,1,18.6666666666667
"a fantasy illustration portrait of an anthropomorphic raccoon mage, by victo ngai, by stephen gammell, by george ault, artstation ",fantasy illustration portrait of an anthropomorphic raccoon mage by victo ngai by stephen gammell by george ault,a fantasy illustration portrait of an anthropomorphic raccoon mage by stephen gammell by george ault artstation,victo ngai's fantasy illustration portrait of an anthropomorphic raccoon mage by george ault stephen gammell,26,27,52,1,35.0
Gollum depicted as a muppet,gollum is depicted as a muppet,gollum was depicted as a muppet,as a muppet gollum was depicted,15,16,25,1,18.6666666666667
"attention, dismissed ",the attention was withdrawn,attention lost,attention was withdrawn,20,21,23,1,21.3333333333333
"abandoned mansion in the woods, dark, moody, gloomy, by Gregory Crewdson and James Gurney",abandoned house in the woods dark moody gloomy by gregory crewdson and james gurney,abandoned house in woods dark moody gloom by gregory crewdson and james gurney,abandoned home in woods dark moody gloom by gregory crewdson and james gurney,18,23,24,1,21.6666666666667
"a beautiful painting of a  barechested man, heavyset build, trending on artstation",a beautiful painting of a bare-chested man with heavy-set build trending on artstation,a beautiful painting of a bare-chested man with a heavyset build trending on artstation,a beautiful painting of a bare-chested man with a heavy-set build trending in artstation,20,21,23,1,21.3333333333333
poster art of vampire by yoshitaka amano ,poster art vampire by yoshitaka amano,poster art of the vampire by yoshitaka amano,poster of the vampire by yoshitaka amano,16,17,19,1,17.3333333333333
darth vader wearing a tshirt with a printed raccon as darth vader ,in a t-shirt with printed raccon darth vader,in a t-shirt with printed raccon darth vader is wearing,in a t-shirt with printed raccon darth vader was wearing,36,45,46,1,42.3333333333333
"very long dog, photograph ",photo of a very long dog,picture of a very long dog,photo of a long dog,22,23,25,1,23.3333333333333
"a hyper realistic digital painting of the headless horseman, full of details, intricate, night time, volumetric light, full moon, moonglow, dark fantasy, horror, in the style of greg rutkowski ",hyper realistic digital painting of the headless horseman full of details intricate night time volumetric light full moon moonglow dark fantasy horror in the style of greg rutkowski,a hyper realistic digital painting of a headless horseman full of details intricate night time volumetric light full moon moonglow dark fantasy horror in the style of greg rutkowski,it's a hyper realistic digital painting of a headless horseman full of details dark fantasy horror in the style of greg rutkowski,15,16,71,1,34.0
tattoo arm sleeves by alex grey and peter mohrbacher ,tattooed arm sleeves by alex grey and peter mohrbacher,tattoo of arm sleeves by alex grey and peter mohrbacher,tattoo sleeves by alex grey and peter mohrbacher,15,16,17,1,16.0
"an engraving of dante within a dark tangled forest, wistman ’ s wood by gustave dore ",an engraving of dante in a dark tangled forest wistman's wood by gustave dore,an engraving of dante in a dark tangled forest wistman wood by gustave dore,an engraving of dante in a dark forest wistman's wood by gustave dore,19,20,27,1,22.0
"close - up portrait of colorful rider pointing jousting lance at camera, caparisons, chainmail, by greg manchess, bernie fuchs, ruan jia, walter everett ",picture of the colorful rider pointing the lance at the camera chainmail by greg manchess bernie fuchs ruan jia walter everet,picture of the colorful rider pointing the lance at the camera chainmail by greg manchess bernie fuchs ruan jia walter evere,picture of the colorful rider pointing the lance at the camera chainmail by greg manchess bernie fuchs ruan jia,48,49,62,1,53.0
fox dressed as a southern gentleman ,the fox was dressed like a southern gentleman,fox dressed as a southern man,the fox was dressed as a southern man,18,19,20,1,19.0
a photo of lneny kravitz dancing in a rave party,a picture of lneny kravitz dancing in a rave party,a photo of lneny kravitz dancing in a rave,a photo of lneny kravitz dancing at a rave,17,18,20,1,18.3333333333333
"portrait of a chubby bearded young man with glasses sitting alone on a bench in a subway station, glowing with silver light, color by Franz Marc, highly detailed architecture by Jean-Léon Gérôme 16K",portrait of a chubby bearded young man with glasses sitting alone on a bench in a subway station glowing with silver light by franz marc highly detailed architecture by jean-lon grme 16k,portrait of a chubby bearded young man with glasses sitting alone on a bench in a subway station glowing with silver light by franz marc highly detailed architecture by jean-lon grme 16,portrait of a chubby bearded young man with glasses sitting alone on a bench in a subway station glowing in silver light by franz marc highly detailed architecture by jean-lon grme 16k,18,19,21,1,19.3333333333333
"“Godzilla in supermarket, 1900’s photo”",godzilla in a supermarket 1900 photo,godzilla in the supermarket 1900s photo,godzilla in a supermarket in the 1900s,15,16,25,1,18.6666666666667
jimmy mcgill from better call saul standing against a wall looking up the light with a cane in his hand ,jimmy mcgill from better call saul standing against a wall looking at the light with a cane in his hand,jimmy mcgill from better call saul standing against a wall looking up at the light with a cane in his hand,from better call jimmy mcgill stood against a wall looking at the light with a cane in his hand,15,16,43,1,24.6666666666667
