original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
the cover art from a very conservative romance novel written by monks ,the cover art of a very conservative romance novel written by monks,cover art from a very conservative romance novel written by monks,a very conservative romantic novel written by monks '',16,17,36,1,23.0
"the gate to the eternal kingdom of brutalism, fantasy, digital art, hd, detailed. ",a gate to the eternal kingdom of brutalism fantasy digital art hd detailed,the gateway to the eternal kingdom of brutalism fantasy digital art hd detailed,a gate to the eternal kingdom of brutalism fantasy digital art hd,16,17,25,1,19.3333333333333
"full body shot : a very beautiful young anime girl sitting with bunny headphones, extremely long wavy long blond hair, sky blue eyes, full round face,, bikini, miniskirt, highly detailed, cinematic wallpaper by stanley artgerm lau ",picture of a very beautiful young anime girl sitting with bunny headphones extremely long wavy long blond hair sky blue eyes full round face bikini miniskirt highly detailed cinematic wallpaper by stanley artgerm,picture of a very beautiful young anime girl sitting with bunny headphones extremely long wavy long blond hair sky blue eyes full round face bikini miniskirt highly detailed cinematic wallpaper by stanley artger,image of a very beautiful young anime girl sitting with bunny headphones extremely long wavy long blond hair sky blue eyes full round face bikini miniskirt highly detailed cinematic wallpaper by stan,28,29,40,1,32.3333333333333
a studio photograph of a RuPaul's Drag Race contestant dressed like Sonic the Hedgehog,a studio photograph of a rupaul's drag race contestant dressed as sonic the hedgehog,a studio photo of a rupaul's drag race contestant dressed like sonic the hedgehog,a studio photo of a contestant of rupaul's drag race dressed as sonic the hedgehog,16,17,43,1,25.3333333333333
a city in'nightmare before christmas'halloween town. ,a city in a nightmare before christmas'halloween city,a city in a nightmare before christmas'halloween,a city in a nightmare before christmas 'halloween,21,22,23,1,22.0
ornate jade sculpture of lebron james ,the jade sculpture of lebron james,ornate jade statue of lebron james,lebron james jade sculpture,17,18,32,1,22.3333333333333
"a hyper - detailed 3 d render of aquatic animals of the cresting waves, surrealism!!!!! surreal concept art, lifelike, photorealistic, digital painting, aesthetic, smooth, sharp focus, artstation hd, by greg rutkowski, bruce pennington, valentina remenar and asher duran, ",in a 3d rendering of aquatic animals of cresting waves surreal concept art lifelike photorealistic digital painting aesthetic smooth sharp focus by greg rutkowski valentina remenar and asher duran ,in a 3d rendering of aquatic animals of cresting waves surreal concept art lifelike photorealistic digital painting aesthetic smooth sharp focus by greg rutkowski valentina remenar and asher duran -,in a 3d rendering of aquatic animals of cresting waves surreal concept art lifelike photorealistic digital painting aesthetic smooth sharp focus by greg rutkowski valentina remenar and asher,78,79,85,1,80.6666666666667
"1:1 album artwork, science fiction, a symmetrical shapes, 1960's post modernist minimalist design, dark colours, minimal design, Grey, black, white, neon green, gradients, science fiction cover technology",a symmetrical shape 1960's post modernist minimalist design dark colours minimalism grey black white neon green gradients science fiction cover technology,a symmetrical shape 1960s post modernist minimalist design dark colours minimalism grey black white neon green gradients science fiction cover technology,a symmetrical shape 1960s post modernist minimalist design dark colours minimalism grey black white neon green gradients science fiction cover technology '',53,54,57,1,54.6666666666667
"👟 🦈 , digital Art, Greg rutkowski, Trending cinematographic artstation",the latest cinematographic artstations greg rutkowski,the latest cinematography artstation greg rutkowski,the latest cinematographic artstation by greg rutkowski,57,58,59,1,58.0
"photo of boris johnson dressed like a wizard and holding a magical wand, award - winning ",photo of boris johnson dressed like a wizard and holding a magical wand award winning,the photo of boris johnson dressed as a wizard and holding a magical wand award-winning,the photo of boris johnson dressed as a wizard and holding a magic wand,15,16,32,1,21.0
"an elegant noble male dragonborn bard sitting at a wooden table in a cabin eating stew, fantasy, highly detailed, digital painting, artstation, concept art, character art, art by greg rutkowski and tyler jacobson and alphonse mucha ",an elegant noble male dragonborn bard sitting at a wooden table in a cabin eating stew fantasy highly detailed digital painting artstation concept art character art by greg rutkowski and tyler jacobson and alphonse,an elegant noble male dragonborn bard sitting at a wooden table in a cabin eating stew fantasy highly detailed digital painting artstation concept art character art by greg rutkowski and tyler jacobson and alphons,in a cabin an elegant noble male dragonborn bard sitting at a wooden table eats stew fantasy highly detailed digital painting artstation concept and character art by greg rutkowski and ty,23,24,61,1,36.0
"detailed portrait of arnold schwarzenegger is dracula the vampire by rudolf ernst, john frederick lewis, jean - leon gerome, rudolf weisse, david roberts, charles theodore frere, alfred dehodencq, orientalism ",detailed portrait of arnold schwarzenegger is dracula the vampire by rudolf ernst john frederick lewis jean leon gerome rudolf weisse david roberts charles theodor,the detailed portrait of arnold schwarzenegger is dracula the vampire by rudolf ernst john frederick leon gerome rudolf weisse david roberts charles theodore frere,a detailed portrait of arnold schwarzenegger is dracula the vampire by rudolf ernst john frederick lewis jean leon gerome rudolf weisse david roberts charles,51,52,57,1,53.3333333333333
"a bed between the clouds and the stars, pastel sky, Beautiful accurate detailed painting by Thomas Kinkade",a bed between clouds and stars pastel sky beautiful accurate detailed painting by thomas kinkade,a bed between the clouds and the stars pastel sky beautiful detailed painting by thomas kinkade,a bed between clouds and stars pastel sky beautiful detailed painting by thomas kinkade,20,21,29,1,23.3333333333333
"photo of chuck norris swimming in baked beans, 8 k, 8 5 mm f 5. 6 ",photo of chuck norris swimming in baked beans 8 k 8 5 mm,photo of chuck norris swimming in baked beans,the photo of chuck norris swimming in the baked beans,20,31,32,1,27.6666666666667
"Michael Jackson selfie photo, liminal spaces, backrooms hallway background, the backrooms,",- michael jackson selfie photo liminal spaces backrooms hallway background backrooms,michael jackson selfie photo liminal spaces backrooms hallway background backrooms,michael jackson photo liminal spaces backrooms hallway background backrooms,15,16,23,1,18.0
"portrait of a queen cat lady, dark, piercing eyes, gentle expression, elegant clothing, photorealistic, highly detailed, artstation, smooth, sharp focus, art by michael whelan, artgerm, greg rutkowski and alphonse mucha ",queen cat lady dark eyes gentle expression elegant clothing photorealistic highly detailed artstation smooth sharp focus art by michael whelan artgerm greg rutkowski and alphonse,queen cat lady dark eyes gentle expression elegant clothing photorealistic highly detailed artstation smooth sharp focus art by michael whelan artgerm greg rutkowski and alphons,queen cat lady dark eyes gentle expression elegant clothes photorealistic highly detailed artstation smooth sharp focus art by michael whelan artgerm greg rutkowski and alphonse,42,43,45,1,43.3333333333333
a necromancer evolving by consuming lost souls,a necromancer who evolves by consuming lost souls,a necromancer that evolves by consuming lost souls,a necromancer who eats lost souls,19,20,30,1,23.0
"dance of thoughts, amazing impressionistic oil painting by melinda matyas, denis sarazhin, karl spitzweg, intricate details, water reflection, fractal blue leaves, high quality, visible brush strokes, award winning, sharp focus, cool white ",dancing thoughts amazing impressionistic oil painting by melinda matyas denis sarazhin karl spitzweg intricate details water reflection fractal blue leaves high quality visible brush strokes award winning sharp focus cool white ,dancing thoughts amazing impressionistic oil painting by melinda matyas denis sarazhin karl spitzweg intricate details water reflection fractal blue leaves high quality visible brushstrokes award winning sharp focus cool white ,dancing thoughts amazing impressionistic oil painting by melinda matyas denis sarazhin karl spitzweg detailed details water reflection fractal blue leaves high quality visible brush strokes award winning sharp focus cool white ,16,17,23,1,18.6666666666667
"donald trump seating on a toilet, polaroid photo ",donald trump sitting on a toilet polaroid photo,donald trump sitting in a toilet polaroid photo,donald trump sitting on the toilet polaroid photo,15,16,18,1,16.3333333333333
"an extremely detailed pulcinella like character wearing a mask holding a large pizza in front of a volcano spewing lava and black smoke, from below, streams of glowing hot lava, flashes of lightning in the distance, wide shot, long shot, an ultrafine detailed painting by joe fenton, deviantart, pop surrealism, whimsical ",an extremely detailed pulcinella like character wearing a mask holding a large pizza in front of a volcano spewing lava and black smoke from below streams of glowing hot lava flashes of lightning in the distance wide shot long shot an ultra fine detailed painting by joe f,an extremely detailed pulcinella like character wearing a mask holding a large pizza in front of a volcano spewing lava and black smoke from below streams of glowing hot lava flashes of lightning in the distance wide shot long shot an ultrafine detailed painting by joe,pulcinella-like character wearing a mask and holding a large pizza in front of a volcano spewing lava and black smoke from beneath streams of glowing hot lava flashes of lightning in the distance wide shot long shot an ultrafine detailed painting by joe fent,55,56,83,1,64.6666666666667
pazuzu in all his unholy glory,pazuzu in all of his unholy glory,pazuzu in his unholy glory,in all his unholy glory pazuzu,15,16,26,1,19.0
"of a dark and muddy landscape with strange cute friendly creatures with big eyes, mouth, long tongue and round teeth appearing from the wet mud, in the style of Gehry, macro lens, shallow depth of field, highly detailed, digital painting, trending artstation, concept art, illustration, cinematic lighting, vibrant colors, photorealism, epic, octane render",in the style of gehry macro lens shallow depth of field highly detailed digital painting trending artstation concept art illustration cinematic lighting vibrant colors photorealism epic octane render,in the style of gehry macro lens shallow depth of field highly detailed digital painting trending artstation concept art illustration cinematic lighting vibrant colors photorealism epic octane renders,in the style of gehry macro lens shallow depth of field highly detailed digital painting trending artstation concept art illustration cinematic lighting vibrant colors photorealistic epic octane,154,155,164,1,157.666666666667
hooded jacket made with multi colored teddy bears,the jacket is made of teddy bears in multiple colors,the jacket is made of teddy bears of different colors,teddy bear hooded jacket,45,46,47,1,46.0
portrait of an infernal eldritch demon with snakelike limbs by wayne barlowe and dante gabriel rosetti,an infernal eldritch demon with snakelike limbs by wayne barlowe and dante gabriel rosetti,an infernal eldritch demon with snake-like limbs by wayne barlowe and dante gabriel rosetti,wayne barlowe and dante gabriel rosetti painted an infernal eldritch demon with snake-like limbs,24,25,81,1,43.3333333333333
"a beautiful portrait of a cloud goddess with closed eyes, several birds flying in the sky, by Greg Rutkowski and Raymond Swanland, Trending on Artstation, ultra realistic digital art",a beautiful portrait of a cloud goddess with closed eyes several birds fly in the sky by greg rutkowski and raymond swanland trending on artstation ultra realistic digital art,a beautiful portrait of a cloud goddess with closed eyes several birds flying in the sky by greg rutkowski and raymond swanland trending on artstation ultra realistic digital artwork,a beautiful portrait of a cloud goddess with closed eyes several birds flying in the sky by greg rutkowski and raymond swanland trending on artstation ultra-realistic digital,15,16,17,1,16.0
"utopian Galaxy , a dark evil path underneath a storm of fog, a evil dark sun , depth field, unreal engine, 4k concept art and hyper realism",a dark evil path underneath a storm of fog a dark sun depth field unreal engine 4k concept art and hyper realism,a dark evil path under a storm of fog an evil dark sun depth field unreal engine 4k concept art and hyper realism,a dark evil path under a storm of fog a dark sun depth field unreal engine 4k concept art and hyper realism,34,35,39,1,36.0
zoological portrait of orange cthulhu by kuldar leement and ruan jia and brad rigney and micha karcz and brad rigney ,zoological portrait of orange cthulhu by kuldar leement and ruan jia and brad rigney and micha karcz and brad,zoological portrait of orange cthulhu by kuldar leement and ruan jia and brad rigney and micha karcz,zoological portrait of orange cthulhu by kuldar leement and ruan jia and brad rigney and micha karc,20,29,30,1,26.3333333333333
"pianist playing piano in a fantasy forest, landscape, cinematic, digital art, front lit, epic, cinematic",the pianist plays piano in a fantasy forest landscape cinematic digital art front lit epic cinema,the pianist playing piano in a fantasy forest landscape cinematic digital art front lit epic film,the pianist playing piano in a fantasy forest landscape cinematic digital art front lit epic,15,16,19,1,16.6666666666667
"sketch of new silent hill monster done by masahiro ito, perspicious details ",the new silent monster by masahiro ito perspicious details ,the new silent monster by masahiro ito perspicious details -,the new silent monster by masahiro ito perspicuous details -,29,30,31,1,30.0
photograph of a robot soldier.  Extremely detailed. 8k,the photograph of a robot soldier extremely detailed,a photograph of a robot soldier extremely detailed,a photo of a robot soldier extremely detailed,15,16,21,1,17.3333333333333
"fortune teller with cards in dark candlelit room, swirling smoke, medieval painting by jan van eyck, johannes vermeer, florence ",fortune teller with cards in dark candlelit room swirling smoke medieval painting of jan van eyck johannes vermeer florence,in dark candlelit room a fortuneteller with cards swirling smoke medieval painting by jan van eyck johannes vermeer florence,in dark candlelit room the fortune teller with cards swirling smoke medieval painting by jan van eyck johannes vermeer florence,15,45,46,1,35.3333333333333
"oil painting of fantasy magic forest, by craig mullins, blue ",painting by craig mullins fantasy magic forest blue,painting by craig mullins of the fantasy magic forest blue,painting by craig mullins of the fantasy magic forest,40,41,46,1,42.3333333333333
"cute little punk mila kunis, lovecraftian, studio ghibli, pixar, dreamworks ",cute little punk mila kunis lovecraft studio ghibli pixar dreamworks ,a cute little punk mila kunis lovecraftian studio ghibli dreamworks ,cute little punk mila kunis studio ghibli pixar dreamworks,15,16,26,1,19.0
"grim fandango concept art, by yoji shinkawa ",grim fandango concept by yoji shinkawa,graphic design of the grim fandango by yoji shinkawa,graphic design of the grim fandango of yoji shinkawa,17,30,31,1,26.0
"a beautiful ultradetailed matte painting of a black hole swallowing a star, colorful and bright, clouds in the distance dark fantasy, d & d, artstation, art by petros afshar, tom whalen, laurie greasley and greg rutkowski and ilya kuvshinov ",it is a beautiful ultradetailed matte painting of a black hole swallowing a star colorful and bright clouds in the distance dark fantasy art by petros afshar tom whalen laurie greasley and greg rutkowski and,a beautiful ultradetailed matte painting of a black hole swallowing a star colorful and bright clouds in the distance dark fantasy d d artstation art by petros afshar tom whalen laurie greasley and greg,it is a beautiful ultradetailed matte painting of a black hole swallowing a star colorful and bright clouds in the distance dark fantasy art by petros afshar tom whalen laurie greasley and greg,42,43,56,1,47.0
"a color portrait 3 / 4 view of a young japanese woman with a crooked nose and a confident expression, punk style, joan jett, courtney love,, siouxsie sioux, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, art by wlop, mars ravelo. ",photo of a young japanese woman with a crooked nose and confident expression punk style joan jett courtney love siouxsie sioux intricate elegant highly detailed digital painting artstation concept art smooth sharp focus art by wlop mars ravel,photo of a young japanese woman with crooked nose and confident expression punk style joan jett courtney love siouxsie sioux intricate elegant highly detailed digital painting artstation concept art smooth sharp focus art by wlop mars ravelo,photo of a young japanese woman with crooked nose and confident expression punk style joan jett courtney love siouxsie sioux intricate elegant highly detailed digital painting artstation concept art smooth sharp focus art by w,40,41,56,1,45.6666666666667
"a log cabin in a thick forest, artstation, Thomas Kinkade",a log cabin in a dense forest artstation thomas kinkade,a log cabin in a dense forest artstation thomas kinkadee,a log cabin in a thick forest thomas kinkadee,17,18,24,1,19.6666666666667
"hyperreal four dimensional hindu furby cowboy  god, kawaii high definition lifelike portrait art on 35mm film by Lisa Frank and Yayoi Kusama",4d hindu furby cowboy god kawaii high definition lifelike portrait art on 35mm film by lisa frank and yayoi kusama,4d hindu furby cowboy god kawaii high definition lifelike portrait art on 35mm film by lisa frank and yayoi kusam,4d hindu furby cowboy god kawaii high definition portrait art on 35mm film by lisa frank and yayoi kusama,38,39,47,1,41.3333333333333
interior office designed by fred sandback ,interior designed by fred sandback,interior design by fred sandback,interior design by fred sandback '',20,22,23,1,21.6666666666667
"A full portrait of  Bruce Springsteen as a handsome post apocalyptic nordic explorer, intricate, elegant, highly detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, art by Krenz Cushart and Artem Demura and alphonse mucha",a full portrait of bruce springsteen as a handsome post-apocalyptic nordic explorer intricate elegant highly detailed digital painting artstation concept art smooth sharp focus illustration art by krenz cushart and artem demura and alphonse much,a full portrait of bruce springsteen as a handsome post apocalyptic nordic explorer intricate elegant highly detailed digital painting artstation concept art smooth sharp focus illustration art by krenz cushart and artem demura and alphonse,a full portrait of bruce springsteen as a handsome post-apocalyptic nordic explorer intricate elegant highly detailed digital painting artstation concept art smooth sharp focus illustration art by krenz cushart and artem demura and alphonse,15,19,20,1,18.0
still photo of jason voorhees as a late night talk show guest ,still a photo of jason voorhees as a late night talk show guest,still a photo of jason voorhees as a late-night talk show guest,still photo of jason voorhees as a late night guest on a talk show,15,16,29,1,20.0
"a beautiful colourful caricature of a femal, 3 d, vfx, art style by james jean, hsiao ron cheng, character concept art, unreal engine render, digital illustration, sharp, intricate detail, volumetric light, ray tracing, soft light, symmetric, pinterest, artstation, behance. ",a beautiful colourful caricature of a femal 3d vfx art style by james jean hsiao ron cheng character concept art unreal engine render digital illustration sharp intricate detail volumetric light ray tracing soft light ,a beautiful colorful caricature of a femal 3 d vfx art style by james jean hsiao ron cheng character concept art unreal engine render digital illustration sharp intricate detail volumetric light ray tracing soft light,a beautiful colourful caricature of a femal 3 d vfx art style by james jean hsiao ron cheng character concept art unreal engine rendering digital illustration sharp intricate detail volumetric light ray tracing soft light,53,54,56,1,54.3333333333333
"a powerful psychic man emitting psychic power, psychic, psychic powers, detailed, highly detailed, hyper detailed, aesthetic!, trending on artstation, artstation, trending on tumblr, by Alex Toth, fantasy, fantasy aesthetic!,",highly detailed hyper detailed aesthetic trending on artstation artstation trending on tumblr by alex toth fantasy fantasy aesthetic,highly detailed hyper detailed aesthetic trending on artstation artstation trending on tumblr by alex toth fantasy fantasy aesthetics,highly detailed hyper detailed aesthetic trending on artstation artstation trending on tumblr by alex toth fantasy fantasy aesthetic trending on,90,91,102,1,94.3333333333333
a man filming with videocamera ,a man filming with a video camera,a man filming on a videocamera,a man with a video camera,16,17,24,1,19.0
A Recreation of the Eiffel Tower Made Out Of Licorice,a recreation of the eiffel tower made of licorice,a recreation of the eiffel tower made from licorice,recreation of eiffel tower made of licorice,16,17,22,1,18.3333333333333
minimalist white buildings with pink neon lights at sundown ,white minimalist buildings with pink neon lights at sundown,minimalist white buildings with pink neon lights at sunset,white houses with neon lights at sunset - minimalist,16,17,51,1,28.0
"scared man looking up, high detail painting by michelangelo ",a scared man looking at a painting by michelangelo,a scared man looking at a painting by michelangelo '',a scared man looking at a painting of michelangelo '',23,24,26,1,24.3333333333333
"highly detailed world war 3 illustration featuring hamsters at war, stephen bliss, unreal engine, fantasy art by greg rutkowski, global illumination, radiant light, detailed and intricate environment, hamsters driving tanks, hamsters holding rifles, hamsters dressed in battle gear ",highly detailed world war 3 illustration featuring hamsters at war stephen bliss unreal engine fantasy art by greg rutkowski global illumination radiant light detailed and intricate environment hamsters driving tanks hamsters holding rifles hamsters dressed in combat gear,highly detailed world war 3 illustration with hamsters at war stephen bliss unreal engine fantasy art by greg rutkowski global illumination radiant light detailed and intricate environment hamsters driving tanks hamsters holding rifles hamsters dressed in battle gear ,world war 3 illustration with hamsters at war stephen bliss unreal engine fantasy art by greg rutkowski global illumination radiant light detailed and intricate environment hamsters driving tanks hamsters holding rifles hamsters dressed in battle gear,19,20,37,1,25.3333333333333
A cyberpunk dreamscape showing an alien landscape covered in mystical flowers | Dreamworks Films Art | Depth of Field | 4k,a cyberpunk dreamscape showing an alien landscape covered in mystical flowers dreamworks films art depth of field 4k,a cyberpunk dreamscape showing an alien landscape covered by mystical flowers dreamworks films art depth of field 4k,a cyberpunk dreamscape showing an alien landscape covered with mystical flowers dreamworks films art depth of field 4k,15,17,18,1,16.6666666666667
photo by daniel sackheim ,photographer - daniel sackheim,photo daniel sackheim,daniel sackheim's photo,15,16,28,1,19.6666666666667
"A painting of a skyscraper designed by Antoni Gaudí in Hong Kong, by greg rutkowski and thomas kinkade",a painting of a skyscraper designed by antoni gaud in hong kong by greg rutkowski and thomas kin,a painting of a skyscraper designed by antoni gaud in hong kong by greg rutkowski and thomas,a painting of a skyscraper by antoni gaud in hong kong by greg rutkowski and thomas kinkade,16,20,21,1,19.0
Richard Scarry's children's book about the January 6 insurrection at the capitol.,in richard scarry's children's book about the insurrection at the capitol,richard scarry's children's book about the insurrection at the capitol,richard scarry's children's book about the insurrection at the capitol on january 6,22,23,35,1,26.6666666666667
"a photorealistic detailed cinematic image of a man on his deathbed, assisted to the afterlife by iridescent angels. met by friends and family, overjoyed, emotional, compelling, by pinterest, david a. hardy, kinkade, lisa frank, wpa, public works mural, socialist ",this is a photorealistic detailed cinematic image of a man on his deathbed assisted to the afterlife by iridescent angels,this is a photorealistic detailed cinematic image of a man on his deathbed assisted to the after-life by iridescent angels,this is a photorealistic and detailed cinematic image of a man on his deathbed assisted by iridescent angels,149,150,170,1,156.333333333333
ancient metal machine from 9 0 0 million years ago baffles modern archeologists ,metal machine from 9 million years ago baffles modern archeologists,metal machine from 9 million years ago baffles modern archaeologists,metal machine from 9 million years ago confuses modern archeologists,25,26,30,1,27.0
"the portrait of dressed weasel, drinking chinese tea illustration by kim jung gi, intricate linework, super detailed faces, super sharp focus, bright colors, octopath traveler, final fantasy, unreal engine 5 highly rendered, global illumination, radiant light ",the portrait of a dressed weasel drinking chinese tea illustration by kim jung gi intricate lines super detailed faces super sharp focus bright colors octopath traveler final fantasy unreal engine 5 highly rendered global illumination radiant light,the portrait of a weasel drinking chinese tea illustration by kim jung gi intricate linework super detailed faces super sharp focus bright colors octopath traveler final fantasy unreal engine 5 highly rendered global illumination radiant light,the portrait of a weasel drinking chinese tea illustration by kim jung gi intricate lines super detailed faces super sharp focus bright colors octopath traveler final fantasy unreal engine 5 highly rendered global illumination,19,20,38,1,25.6666666666667
"isometric view, mehfil, happy, flowers, absurdly beautiful, elegant, realistic ultrafine hyperrealistic detailed face illustration by amrita sher - gil, intricate linework, sharp focus, bright colors, matte, unreal engine highly rendered, global illumination, radiant light, intricate environment ",mehfil happy flowers absurdly beautiful elegant realistic ultrafine hyperrealistic detailed face illustration by amrita sher - gil intricate linework sharp focus bright colors matte unreal engine highly rendered global illumination radiant light intricate environment,mehfil happy flowers absurdly beautiful elegant realistic ultrafine hyperrealistic detailed face illustration by amrita sher-gil intricate linework sharp focus bright colors matte unreal engine highly rendered global illumination radiant light intricate environment ,isometric view mehfil happy flowers absurdly beautiful elegant realistic ultrafine hyperrealistic detailed face illustration by amrita sher - gil intricate linework sharp focus bright colors matte unreal engine highly rendered global illumination,28,29,49,1,35.3333333333333
a closeup photo of handsome gigachad xqc elrubius smoking a cigar,a closeup photo of gigachad xqc elrubius smoking a cigar,a close-up photo of gigachad xqc elrubius smoking a cigar,a closeup of gigachad xqc elrubius smoking a cigar,21,22,27,1,23.3333333333333
photo of an artist crying!! into their graphics tablet after losing yet another customer to ai generated art ,photo of an artist crying into their graphics tablet after losing another customer to ai generated art,photo of an artist crying into their graphic tablet after losing another customer to ai generated art,an artist crying in their graphics tablet after losing another customer to ai generated art,17,18,28,1,21.0
a promotional gameplay screenshot of benedict cumberbatch in the video game horizon zero dawn. 3 d rendering. very detailed ,a promotional gameplay screenshot of benedict cumberbatch in the video game horizon zero dawn 3 d rendering,a promotional gameplay screenshot of benedict cumberbatch in the video game horizon zero dawn 3d rendering,a promotional video game screenshot of benedict cumberbatch in the video game horizon zero dawn,29,30,51,1,36.6666666666667
"a highly detailed matte portrait of emma watson as black widow, spy novel by tom clancy, unreal engine, volumetric lighting, exquisite detail, 8 k, art by greg rutkowski and alphonse mucha ",a highly detailed matte portrait of emma watson as black widow spy novel by tom clancy unreal engine volumetric lighting exquisite detail 8 k art by greg rutkowski and alphonse,a highly detailed matte portrait of emma watson as black widow spy novel by tom clancy unreal engine volumetric lighting exquisite detail 8 k art by greg rutkowski and alphons,this is a highly detailed matte portrait of emma watson as a black widow spy novel by tom clancy unreal engine volumetric lighting exquisite detail 8k art by greg rutkowski and al,19,20,26,1,21.6666666666667
a red wheel barrow glazed with rainwater besides the white chickens. ,in addition to the white chickens a red wheel barrow glazed with rainwater,in addition to the white chickens a red barrow glazed with rainwater,in addition to the white chickens a red wheel barrow is covered with rainwater,59,60,62,1,60.3333333333333
"portrait of a boy at a basketball court playing basketball wearing a basketball jersey in a basketball court standing near the basketball hoop, intense emotion, detailed facial expression, detailed surroundings, intricate, elegant, highly detailed, centered, digital painting, artstation, concept art, smooth, sharp focus, illustration, by (Leonardo da Vinci), WLOP",portrait of a boy on a basketball court playing basketball wearing a basketball jersey in a basketball court standing near the basketball hoop intense emotion detailed facial expression detailed surroundings intricate elegant highly detailed centered digital painting artstation concept art smooth sharp focus illustration by leonard,portrait of a boy on a basketball court playing basketball wearing a basketball jersey on a basketball court standing near the basketball hoop intense emotion detailed facial expression detailed surroundings intricate elegant highly detailed centered digital painting artstation concept art smooth sharp focus illustration by leonard,portrait a boy playing basketball wearing a basketball jersey on a basketball court standing near the basketball hoop intense emotion detailed facial expression detailed surroundings intricate elegant highly detailed centered digital painting artstation concept art smooth sharp focus illustration by leonardo da vinci,29,30,43,1,34.0
abandoned tunnel in france covered in moss. ,abandoned tunnel in france covered by moss,abandoned tunnel in france covered with moss,in france a abandoned tunnel covered in moss,16,17,22,1,18.3333333333333
"space photo of a astronaut on top of oumuamua, NASA, James Webb official image",astronaut on top of oumuamua nasa james webb official image,astronauts on top of oumuamua nasa james webb official image,astronauts on top of oumuamua nasa james webb official image nasa,29,30,35,1,31.3333333333333
santa claus jamming on the drums while on the toilet,santa claus jamming the drums on the toilet,on the toilet santa claus was jamming on the drum,in the toilet santa claus jammed the drums,21,37,38,1,32.0
"chubby valiant hobbit Samwise Gamgee by Mark Brooks, Donato Giancola, Victor Nizovtsev, Scarlett Hooft, Graafland, Chris Moore",samwise gamgee by mark brooks donato giancola victor nizovtsev scarlett hooft graafland chris moore,mark brooks donato giancola victor nizovtsev scarlett hooft graafland chris moore and samwise gamge,mark brooks donato giancola victor nizovtsev scarlett hooft graafland chris moore and samwise gamgee,34,70,71,1,58.3333333333333
"michelin star photography of a rusty pipe pupusa, ",photography of a rusty pipe pupusa michelin star,photography of a rusty pipe by michelin star,photography of a rusty pipe by michelin star pupusa,39,40,43,1,40.6666666666667
"short haired sophie turner wearing octopus gas mask, portrait poster by james jean, greg rutkowski, giger, alphonse mucha, andrew wyeth ",short haired sophie turner wearing an octopus gas mask portrait poster by james jean greg rutkowski giger alphonse mucha andrew wyeth,short haired sophie turner wearing a octopus gas mask portrait poster by james jean greg rutkowski giger alphonse mucha andrew wye,short haired sophie turner wearing an octopus gas mask portrait poster by james jean greg rutkowski giger alphonse mucha andrew wye,16,17,18,1,17.0
"my indian dad accidentally taking a selfie with the front camera, squinting because the camera flash is so bright in his face ",my indian dad accidentally took a selfie with the front camera squinting because the camera flash is so bright in his face ,my indian dad accidentally took a selfie with the front camera squinting because the camera flash is so bright in his face -,my dad accidentally took a selfie with the front camera squinting because the camera flash was so bright in his face,17,18,27,1,20.6666666666667
"lightning strikes a tree in the middle of a field, painting By Ivan Shishkin,",lightning struck a tree in the middle of a field painting by ivan shishkin,lightning hits a tree in the middle of a field painting by ivan shishkin,a lightning strike in the middle of a field painting by ivan shishkin,16,17,18,1,17.0
"a portrait of skeleton in space, fantasy, sharp focus, intricate galaxy inlay, plasma neon internal glow, precise volumetric lighting, high contrast, intricate, elegant, digital painting, artstation, matte, highly detailed, concept art, illustration, ambient lighting, art by ilya kuvshinov, artgerm, alphonse mucha, and greg rutkowski ",a portrait of a skeleton in space fantasy sharp focus intricate galaxy inlay plasma neon internal glow precise volumetric lighting high contrast intricate elegant digital painting artstation matte highly detailed concept art illustration ambient lighting art by ilya kuvshinov art,a portrait of skeleton in space fantasy sharp focus intricate galaxy inlay plasma neon internal glow precise volumetric lighting high contrast intricate elegant digital painting artstation matte highly detailed concept art illustration ambient lighting art by ilya kuvshinov,a portrait of a skeleton in space fantasy sharp focus intricate galaxy inlay plasma neon internal glow precision volumetric lighting high contrast intricate elegant digital painting artstation matte highly detailed concept art illustration ambient lighting art by ilya kuvshinov art,53,55,56,1,54.6666666666667
painting by cara thayer ,paint by cara thayer,cara thayer's painting,by cara thayer painting,16,24,25,1,21.6666666666667
the lost portraits by leon spillaert ,the lost portraits of leon spillaert,the lost portraits of leon spillaert '',leon spillaert's lost portraits,15,16,33,1,21.3333333333333
portrait photo of a beautiful young redhead scandinavian glamour model baroque quenn medium shot illustration greg rutkowski greg tocchini jodhpurs greg manchess james gilleard ,portrait of a beautiful young redhead scandinavian glamour model baroque quenn medium shot illustration greg rutkowski greg tocchini jodhpurs greg manches,portrait photo of a beautiful young redhead scandinavian glamour model baroque quenn medium shot illustration greg rutkowski greg tocchini,portrait photo of a beautiful young redhead scandinavian glamour model baroque quenn medium shot illustration greg rutkowski greg tocchin,35,51,52,1,46.0
