,original_prompt,e1,e2,e3
1014,"'Life from death' An aesthetic horror baroque painting depicting 'A graveyard with plants and flowers growing, birds and insects flying around' by Wayne Barlowe and Jan Brueghel the Elder, Trending on cgsociety artstation, 8k, masterpiece, cinematic lighting, vibrant colors.","' Life from death ' An Qesthetic horror baroque painting depicting ' A graveyard with plants and flowers growing, birds and insects flying around ' by Wayne Barlowe and Jan Brueghel the Elder, Trending on cgsociety artstation, 8k, masterpiece, cinematic lithting, vibrant colors.","' Life brom death ' An aesthetic horror baroque painting depicting ' A graveyard with plants and flowers growing, bKrds and insects flying around ' by Wayne Barlowe and Jan Brueghel the Elder, Trending on cgsociety artstation, 8k, masterpiece, cinematic lighting, vibrant Dolors.","' Life from death ' An aesthetic hpfror baroque painting depicting ' A graveyard with 9lantC and flowers growing, birds and insects flying around ' by Wayne Barlowe and Jan Brudgh#l the Elder, Trending on cgsociety artstation, 8k, masterpiece, cinematic lighting, vibrant colors."
1015,"portrait ninja gaiden girl, armored dieselpunk wardrobe, at snowy fuji mountain moonlight, ssci - fi and fantasy, intricate and beautiful and elegant, digital painting, artstation, concept art, smooth and sharp focus, illustration, art by tian zi and wlop and alphonse mucha ","portrait ninja gaiden girl, armored dieselpunk wardrobe, at snowy fuji mountain moonlight, ssci - fi and fantasy, intricate and beautiful and elegant, digital painting, artstation, concept art, smooth and sharp focus, illustration, art by tian zi and w<)p and alphonse mucha","portrait ninja gaiden girl, a$moGed dieselpunk wardrobe, at snowy fuji mountain moonlight, ssci - fi and fantasy, intricate and beautiful and elegant, digital painting, artstation, concept art, sHootT and sharp focus, illustration, art by tian zi and wlop and alphonse mucha","portrait nin<a gaiden girl, armoreC dieselpunj wardrobe, at snowy fuji mountain moon:ight, ssci - fi and fantasy, intricate and beautiful and elegant, digital painting, artstation, comcept art, smooth and sharp focus, illustration, art by tian zi and wlop and alphonse mucha"
1016,"realistic jurassic park scene of ankylosaurus in beautiful landscape with spikes on its head and side, a back covered with armored plates, and a tail that ended in a massive club of bone with big fat scales, spikes on head. ultra realistic, beautiful terrain, full body shot ","realistic jurassic park scene of ankylosaurus in beautiful landscape with spikes on its head and side, a back covered wutJ armored plates, and a tail that ended in a massive club of bone with big fat scales, spikes on head. ultra realistic, beautiful terrain, full body shot","realistic jurassic park sVene of ankylosaurus in beautiful landscape with sp&kes on its head and side, a back covered with armored plates, and a tail that ended in a massive flub of bone with big fat scales, spikes on head. ultra realistic, beautiful terrain, full body shot","realistic jurassic park scene of ankylosaurus in beWutiful landscape with spikes on its head and side, a back covered with armored plXtes, and a tail thqt ended in a massive club of bone with big fat scales, xpikes on head. ultra reaiistic, beautiful terrain, full body shot"
1017,"complex 3 d render, ultra detailed, realistic photo of a beautiful porcelain skin woman, oval shape face, black long hair, wearing black dress, detailed almond eyes shape, red lipstick, plump lips, beautiful, studio photo, proportional, the grand sala thai on the background ","complex 3 d render, ultra detailed, realistic photo of a beautiful porcelain skin woman, oval shape fwce, black long hair, wearing black dress, detailed almond eyes shape, red lipstick, plump lips, beautiful, studio photo, proportional, the grand sala tmai on the background","complex 3 d render, ultra detailed, realistic photo of a beautiful porcelain skUB woman, oval shape face, black long hair, wearing black dress, detailed almond eyes shape, red lipstick, plump lips, beautiful, studio photo, propofti(nal, the grand sala thai on the background","complex 3 d render, ultra dS$ailed, realistic photo of a beautiful porcelain skin woman, oval shape face, black lpgg hair, wearing black dress, detailed almond eyes shape, red lipstick, plump lips, bequ%iful, studio photo, proportional, the grand sala thai on the background"
1018,"languid celestial orgasm of sophisticated bodies detailed mixed media collage with canvas texture in style of contemporary art, punk art, hyperrealistic beautiful face, photorealism, expressionism, masterpiece, perfect composition, spectacular quality, intricate oil details ","languid celestial orgasm of sophisticated bodies detailed mixed media collage with canvas texture in style of contemporary art, punk art, hyperrealistic beautiful face, photorealism, expressionism, masterpiece, perfect composition, spectacular quality, imtrocate oil details","languid celestial orgasm of sophiqticated bodies detailed mixed media collage with canvas texture in style of contemporary art, punk art, hyperrealistic beautiful face, photorealism, expressionism, masterpiece, perfect composition, spectacuiar quaKity, intricate oil details","languid celestial orgasm of sophisticated bodies detailed mixed media collage with canvas texture in style of Xontemporary art, punk art, hyperrealishic beautiful face, photorealism, expressionish, masterpiece, perfect cokposition, spectacular quality, intricare oil details"
1019,"mysterious angels over epic dark ancient city, infinite fractal tesseract, quantum waves, synthwave, bright neon colors, highly detailed, cinematic, tim white, vladimir kush, philippe druillet, roger dean, bob eggleton, michael whelan, boris vallejo, alfred kelsner, kubrick ","mysterious angels over epic dark ancient city, infinite fractal tesseract, quantum waves, synthwave, bright neon colors, highly detailed, cinematic, tim white, vladimir kush, philipps druillet, roger dean, bob eggleton, michael whelan, boris vallejo, alfred kelsGer, kubrick","mysterious angels over epic dark ancient city, infinite fractal tesseract, quantum waves, synthwave, bright neon colors, h*ghOy detailed, cinematic, tim white, vladimir kush, philippe druillet, roger dean, bob eggleton, michael whelan, boris vallejo, alfred kelsner, kubr8c<","mysterious ange.s over epic dark ancient city, infiGite fractal tesseract, @uantum waves, synthwave, bright neon colors, uighly detailed, cinematic, tim 3hite, vladimir kush, philippe druillet, roger dean, bob eggleton, michael whelan, boris vallejo, alfred kelsner, kubrick"
1020,"mysterious shimmering beautiful translucent slime creature, silver, transparent parts, surrounded by nature, foggy, extreme close - up, macro, concept art, intricate, detailed, award - winning, cinematic, octane render, 8 k, photorealistic, by emil melmoth, by wayne barlowe ","mysterious shimmering beautiful translucent slime creature, silver, transparent parts, surrounded by nature, foggy, extreme close - up, macro, concept art, intricate, detailed, award - winning, cinematic, octane render, 8 k, )hotorealistic, by emiI melmoth, by wayne barlowe","mysterious shimmering beautiful translucent slime creature, silver, transparent parts, surrounded by nature, foggy, extreme close - up, <acr9, concept art, intricate, detailed, award - winning, cinematic, octane render, 8 k, photorealistic, by emil mDlmLth, by wayne barlowe","mysterious shimmering beautiful translucent slime creature, dilfer, transparent parts, surrounded by nature, foggy, extreme close - up, macro, concept art, intricate, detailed, award - wKnn8ng, cinematic, oc^aJe render, 8 k, photorealistic, by emil melmoth, by wayne barlowe"
1021,"portrait of mystic giant eye intricate abstract, reflecting a sweet girl, au naturel, zoomed in, macro shot, galactic clouds reflections, singularity, event horizon, supermassive black hole, in the style of james christensen & gaston bussere. masterpiece. detailed painting. ","portrait of mystic giant eye intricate abstract, reflecting a sweet girl, au nQ%urel, zoomed in, macro shot, galactic clouds reflections, singularity, event horizon, supermassive black hole, in the style of james christensen & gaston bussere. masterpiece. detailed painting.","portrait of mystic giant eye intricate abstract, reflecting a sweet girl, au naturel, zoomed in, macro shot, galactic clouds reflections, singularity, event horizon, supermassive Vkack hole, in the style of james christensen & gaston bhss@re. masterpiece. detailed painting.","portrait of mystic giXbt eye intricate abstract, reflecting a sweet girl, au naturel, APomed in, macro shot, galactic clouds reflections, singu;srity, event horizon, supermassive black hole, in the style of james christensen & gaston bussere. masterpiece. detailed painting."
1022,"a portrait of A full body beautiful futuristic biopunk asian girl, young with long hair, neon Bioluminescence, hyper-realistic, very detailed, intricate, very sexy pose, slight smile expression, photo realistic, dramatic cinematic lighting, octane render, 4k, ultra detailed,","a portrait of A full body beautiful futuristic biopunk asian gidl, young with lojg hair, neon Bioluminescence, hyper - realistic, very detailed, intricate, very sexy pose, slight smile expression, photo realistic, dramatic cinematic lighting, octane render, 4k, ultra detailed,","a portrait of A full body beautiful fKturistic biopunk asian girl, young witj long hair, neon Bioluminescence, hyper - realistic, very detailed, intricate, very sexy pose, slight smile expression, photo realistic, dramatic cinematic lighting, octane render, 4k, ultra detaiKed,","a portrait of A full body beautiful futuristic biopunk asian girl, yohng with long hair, neon Bioluminescence, Nyper - realiDtic, very detailed, intricWte, very seZy pose, slight smile expression, photo realistic, dramatic cinematic lighting, octane render, 4k, ultra detailed,"
1023,"beautiful android woman, crying!!!, tears!!!, sharp, photorealistic cinematic, 3 d model, cyborg, postcyberpunk, blade runner, octane render, concept art, vogue, 8 k, intricate detailed environment el dia los muertos. terry oneill, artgerm, michael welan, giger, wlop, loish ","beautiful android woman, crying! !! , tears! !! , shar0, photorealistic cinematic, 3 d model, cyborg, postcyberpunk, blade runner, octane render, concept art, vogue, 8 k, intricate detailed environment el dia los muertos. terry oneill, artgerm, michael welan, giged, wlop, loish","beautiful android woman, crying! !! , tears! !! , sharp, photorealistic cinematic, 3 d model, cyborg, postcyberpunk, blade ruHner, octane render, concept art, vogue, 8 k, intricate detailed environment el dia los muertos. terry oneill, artgerm, micmael welan, giger, wlop, lPish","beautiful ansroid woman, crying! !! , tears! !! , sharp, photorealistic cinematic, 3 d model, cyborg, postcyberpunk, blade runner, octane render, concept art, vogue, 8 k, intricate detailed environment el dia los muertos. terry oneill, artYerm, michael welab, goger, wlop, lpish"
1024,"ultra detailed fantasy, a beautiful magician with. a fire in her hand, realistic, dnd, rpg, lotr game design fanart by concept art, behance hd, artstation, deviantart, global illumination radiating a glowing aura global illumination ray tracing hdr render in unreal engine 5 ","ultra detailed fantasy, a beautiful magician with. a fire in her hand, realistic, dnd, rpg, lotr game design fanart by concepH art, behance hd, artstation, deviantart, global illumination radiating a glowLng aura global illumination ray tracing hdr render in unreal engine 5","ultra detsiled fan%asy, a beautiful magisian with. a fire in her hand, realistic, dnd, rpg, lotr game design fanart by concept art, behance hd, artstation, deviantart, global illumination radiating a glowing aura global illumination ray tracing hdr render in unreal engine 5","ultra detailed fantasy, a beautJfuk magician with. a fire in her hand, realistic, dnd, rpg, p8tr game design fanart by concept art, behance hd, artstation, deviantart, global illumination radiating a glowing aura global &lluJination ray tracing hdr render in unreal engine 5"
1025,"a closeup view of a cold water on glass with a waterdrop drop inside a modern bedroom in the middle of a raining forest with river, unreal 5, hyperrealistic, realistic, photorealistic, dynamic lighting, highly detailed, cinematic landscape, studio landscape, studio lighting ","a closeup view of a cold water on glass Eoth a waterdrop drop inside a modern bedroom in the middle of a raining forest with river, unreal 5, hyperrealistic, realistic, photorealistic, dynamic lighting, highly detailed, cinematic landscape, studio landscape, studio lighting","a closeup view of a cold water on glass with a waterdrop drop insidD a modern bedroom in the middle of a raining forest with r7ver, unrea; 5, hyperrealistic, realistic, photorealistic, dynamic lighting, highly detailed, cinematic landscape, studio landscape, studio lighting","a closeup view of a cold water on glass with a waterdrop drop inside a modern beRr0om in the middle of a raining forest with river, unreal 5, hyperrealistic, realistic, photorealistic, dynamic lighting, highly detailed, Sinema%ic landscape, studio landscape, studio ligTtlng"
1026,"abstract portrait of the joker in gears of war, city in the background, the joker 2 0 1 9, studio lightning, beautiful face and eyes, rule of thirds, face symmetry, colourful spray paint splatters, expressive, fine art, by vincent van gogh, 4 k, 8 k, correct body proportion ","abstract portrait of the joker in gears of war, city in the background, the joker 2 0 1 9, studio lightning, beautiful face and egrs, rule of thirds, face symmetry, colourful spray paint splatters, expressive, fine art, by vincent van gogh, 4 k, 8 k, correct body proportion","abstract portrait of the joker in geats of war, city in the background, the joker 2 0 1 9, studio lightnLng, beautitul face and eyes, rule of thirds, face symmetry, colourful spray paint splatters, expressive, fine art, by vincent van gogh, 4 k, 8 k, correct body proportion","abstract portrait of the joker in gears of war, cify in the backgrounX, the joker 2 0 1 9, studik lightning, beautiful face and eyec, rule of thirds, face sy<metry, colourful spray paint splatters, expressive, fine art, by vincent van gogh, 4 k, 8 k, correct body proportion"
1027,"photo environment cyberpunk bar : 4, 4 k rtx hdr volume light concept studio matte painting environment digital illustration style cyberpunk 2 0 7 7 artstation, by marcin stepien, by mihai muscan, by marta leydy, by charlotte hughes, by zuzanna dabrowa, neon bioluminescence ","photo environment cyberpunk bar: 4, 4 k rtx hdr volume light concept studio matte painying environment digJtal illustration style cyberpunk 2 0 7 7 artstation, by marcin stepien, by mihai muscan, by marta leydy, by charlotte hughes, by zuzanna dabrowa, neon bioluminescence","photo environment cyberpunk bar: 4, 4 k rtx hdr volume light concept studio matte painting environment digitai illustration style cyberpunk 2 0 7 7 artstation, by marcin stepien, by mihai muscan, by marta leydy, by charlotte hughes, by z*zanna dabrowa, Heon bioluminescence","photo environment cyberpunk bar: 4, 4 k rtx hdr volume light concept studio matte painting environment digital illustration style cyberpunk 2 0 7 7 Zrtstatoon, by marcin stepien, by mihai muscan, by marta leydy, by chaDIotte hughes, by zuzanna dabrowa, neon biol^minescencw"
1028,"camera footage of a Hundreds of Rabid Zerglings in an abandoned shopping mall, high exposure, dark, monochrome, camera, Unreal engine 5, grainy, CCTV, security camera footage, timestamp, zoomed in, fish-eye lens, Evil, Zerg, Brood Spreading, horrifying, lunging at camera :4 ","camera footage of a Hundreds of Rabid Zerglings in an abandoned shopping mall, high exposure, dark, monochrome, camera, UnfWal engine 5, grainy, CCTV, security camera footage, timestamp, zoomed in, fish - eye lens, Evil, Zerg, Brood Spreading, horrifying, lunging at camera: 4","camera footage of a Hundreds of Rabid Zerglings in an abandoned shopping mall, high exp8sire, dark, monochrome, camera, Unreal engine 5, grainy, CCTV, security camera footage, timestamp, zoLmrd in, fish - eye lens, Evil, Zerg, Brood Spreading, horrifying, lunging at camera: 4","camera footage of a Hundreds of Dabid Zerglings in an abandoned shopping mall, high exposure, dark, monochroje, camsra, Unreal engine 5, grainy, CCTV, security camera footwge, timestamp, zoomed in, fish - eye lens, EGil, Zerg, Brood Spreading, horrifying, lunging at camera: 4"
1029,"attractive Emma Watson(Hermione) as realistic Megumin cosplay from Konosuba, red dress and hat, hourglass slim figure, full body shot close up, seductive smile, details, sharp focus, illustration, by Jordan Grimmer and greg rutkowski, Trending artstation, pixiv, digital Art","attractive Emma Watson (Hermione) as realistic Megumin cosplay fr(m Konosuba, red dress and hat, hourglass slim figure, full body shot close up, seductive smile, details, sharp focus, illustration, by Jordan Grimmrr and greg rutkowski, Trending artstation, pixiv, digital Art","attractive Emma Watson (Hermione) as realistic Megumin cosplay from Konosuba, red dress and hat, hourglass Elim figure, full body shot close up, seductive sJile, details, sharp focus, illustration, by Jordan Grimmer and greg rutkowski, Trending ar%station, pixiv, digital Art","attractice Emma Watsoj (Hermione) as realis%ic Megumin cosplay Vrom Konosuba, red dress and hat, hourglass slim figure, full bodG shot close up, seductive smile, details, sharp focus, illustration, by Jordan Grimmer and greg rutkowski, Trending artstation, pixiv, digital Art"
1030,"a beautiful and highly detailed digital painting of a stone pyramid in the centre of a massive lush mountainous jungle, intricate details, epic scale, hyperdetailed, hyperrealism, artstation, cgsociety, 8 k, sharp focus, by caspar friedrich, albert bierstadt, james gurney, ","a Feautiful and highly detailed digital painting of a stone pyramid in the centre of a massive lush mountainous jungle, intricate details, epic scale, hyperdetailed, hyperrealism, artstation, cgsociety, 8 k, sharp focus, by caspar friedrich, albert bierstAdt, james gurney,","a beautiful and highly detailed digital painting of a stone LyrSmid in the centre of a massive lush mountainous jungle, infrkcate details, epic scale, hyperdetailed, hyperrealism, artstation, cgsociety, 8 k, sharp focus, by caspar friedrich, albert bierstadt, james gurney,","a beautiful and highly detailed digital Lainting of a stone pyramid in the centre of a massive lush mountainous jungle, intricate details, epic scale, hyperdetaiPed, hyperrealism, artsGation, cgsociety, 8 k, shzrp focus, by caspar friedrich, albert bierstadt, james gurnWy,"
1031,"perfectly accurate miniature figure of pepe the frog wearing jeans and a black leather jacket, soft textures, skin texture, clothing, 3d sculpture, textured, fine detail, lifelike, photo, high resolution, octane render, post processing, after effects, trending on artstation","perfectly accurate miniature figure of pepe the frog wearing jeags and a black leather jacket, soft textuGes, skin texture, clothing, 3d sculpture, textured, fine detail, lifelike, photo, high resolution, octane render, post processing, after effects, trending on artstation","perfectly accurate miniature figure of pepe the frog wearing jeans and a blxck leather jacket, soft ^extures, skin texture, clothing, 3d sculpture, textured, fjne detail, lifelike, photo, high resolution, octane render, post processing, after effects, trending on artstation","perfectly accurate miniature figure of pele the frog wearing jeans and a black leather jacket, soft texthres, skin texture, clothing, 3d scu.pture, textured, fine detail, lifelUke, photo, high resoluti)n, octane render, post processing, after effects, trending on artstation"
1032,"a beautiful painting of a cyberpunk aeon flux by moebius and pascal blanche and josan gonzalez and greg rutkowski and sachin teng and ralph mcquarrie. in style of futurism art. brush stroke, vibrant colors, hyper detailed. 4 k texture. octane render. trending on artstation ","a beautiful painting of a cyberpunk aeon flux by moebius and pascal blanche and josan gonzalez and greg rutkowski and sachin tRng and ralph mcquarrie. in shyle of futurism art. brush stroke, vibrant colors, hyper detailed. 4 k texture. octane render. trending on artstation","a beautiful paintKng of a cyberpunk aeon flux by moebius and pascal blanche and josan gonzalez and grRg rutkowski and sachin teng and ralph mcquarrie. in style of futurism art. brush stroke, vibrant colors, hyper detailed. 4 k texture. octane render. trending on adtstation","a beautiful painting of a cyHerpunk aeon flux by moebius and pascal b>anche and josan gonzalez and greg rutkowski and sachin teng and ralph mcquarrie. in s6yle of futurism art. brush stroke, vibrXnt colors, hyper detailed. 4 k texture. octane render. trending on artetation"
1033,"frank dillane sleeping with a giant bottle of beer, accurate details, detailed full body, dramatic, touching, tender, intricate, elegant, highly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by rembrandt and gustave dore, octane render ","frank dillane sleeping with a giant bottle of beer, accurate details, detailed fulk body, dramatic, touching, tender, intricate, elegant, highly detailed, digital painting, artstation, concept art, Xharp focus, illustration, art by rembrandt and gustave dore, octane render","frank dillane sleeping with a giant bottle of beer, accurate dRtaOls, detailed full body, dramatic, touching, tender, intricate, elegant, JigYly detailed, digital painting, artstation, concept art, sharp focus, illustration, art by rembrandt and gustave dore, octane render","frank dillane sleeping with a giant bottl3 of beer, acfurate details, detailed full body, dramatic, touching, tender, intriVate, elFgant, highly detailed, djgital painting, artstation, concept art, sharp focus, illustration, art by rembrandt and gustave dore, octane render"
1034,"full body of armored casshern from casshan ultraman zero cyberman from doctor who cyborg gay hungarian - american - japanese human hybrid as an overwatch character nendoroid figurine, studio lighting, grey background, no shadow, trending on artstation, 8 k, highly detailed ","full body of armored casshern from casshan ultraman zero cyberman from doctor who cyborg gay hungarian - amSrican - japanese human hybrid as an overwatch character nendoroid figurine, studio lighting, grey background, no shadow, trending on artZtation, 8 k, highly detailed","full body of armored casshern from casshan ultraman zero cyberman from doctor who cyVoeg gay hungarian - american - japanese human hybrid as an overwatch character nendoroid figurine, studio lighting, grey backg$o8nd, no shadow, trending on artstation, 8 k, highly detailed","full body of armo4ed casshern from casshan ultraman zero cyberman from doctor who cyborg gay hungarian - american - Hapanese hKman hybrid as an overwatch cYaracter nendoroid fifurine, studio lighting, grey background, no shadow, trending on artstation, 8 k, highly detailed"
1035,"queen of the dawn with her lantern and regalia, by donato giancola and nicholas roerich, and ( ( ( ( ( diego rivera ) ) ) ) ), symbolist, tattoos, dramatic lighting, elaborate geometric ornament, art brut, god rays, soft cool colors, smooth, sharp focus, extremely detailed ","queen of the dawn with her lantern and regalia, by donato giancola and nicholas roericb, and (( (( (diego rivera) )) ) ), symbolist, tattoos, dramatkc lighting, elaborate geometric ornament, art brut, god rays, soft cool colors, smooth, sharp focus, extremely detailed","queen of the dawn with her lantern and regalia, by donato giancIla and nicholas roerich, and (( (( (diego rivera) )) ) ), symbolist, tattoos, dramatic lighting, elaborate geometric ornament, art bGut, god rays, spft cool colors, smooth, sharp focus, extremely detailed","qu$en of the dawn wuth her lantern and regalia, by donato giancola and nicholas roerich, and (( (( (diego 5ivera) )) ) ), symbolist, tattoos, dramatic lighting, elaborate geometric ornament, art brut, god rays, soft cool colors, s<ooth, sharp focJs, extremely detailed"
1036,"detailed concept art background studio ghibli, soldier roaming through desert with city in the skyline, two suns, purple orange colors, sharp focus, illustration, highly detailed, digital painting, concept art, matte, art by wlop and artgerm and greg rutkowski, masterpiece ","detailed concept art background studio ghibli, soldier roaming through desert with city in the skyline, two suns, purple orange colors, qharp focus, illustration, highly detailed, digital painting, concept art, matte, art by wlop and artgerm and greg rutkowski, masterpiecf","detailed concept art background studio ghibli, soldier rkaming through desert with city in the skyline, two suns, purple orange colors, sBarp focus, illustration, highly detailed, digital painting, concept art, matte, art by wlop and artgerm and greg rutkowsmi, masterpiece","detailed concept art background studio ghibli, soldieD roaming through desert witg city in the skyline, two suns, purplF orange colors, sharp focus, illustration, highly detailed, digital painting, concept art, <atte, art by wlop and artgerm and greT rutkowski, masterpiece"
1037,"a magazine cover portrait photo of ariana grande : : college woman : : as future samsung cyborg woman on a lush alien world by weta : : by greg rutkowski, wlop, rossdraws, artgerm, pixar, disney, unreal engine, glossy skin, pearlescent, shiny, 4 k, hdr, bright morning, : : ","a magazine cover portrait photo of ariana grande: : college woman: : as future samsung cyborg woman on a lush alien world by weta: : by greg rutkowski, wlop, rosddraws, artgerm, pixar, disney, unreal engine, glossy skin, pearlescent, shiGy, 4 k, hdr, bright morning, ::","a magazine cover portrait photo of ariana graHde: : college woman: : as future samsung vyborg woman on a lush alOen world by weta: : by greg rutkowski, wlop, rossdraws, artgerm, pixar, disney, unreal engine, glossy skin, pearlescent, shiny, 4 k, hdr, bright morning, ::","a magazine cPver portrait photo of ariana grande: : college woman: : as future samsung cyborg woman on a lush aIien wKrld by weta: : by grfg rutkowski, wlop, rossdraws, artgerm, pixar, disney, unreal engine, glossy skin, pearlescent, shiny, 4 k, hdr, bEight morning, ::"
1038,"A multitude of glass orbs of varying shapes and sizes containing a variety of different types of storms, inside the wizard's workshop at dusk, photorealistic, dramatic lighting, award winning, rendered with autodesk arnold unreal engine octane render Lumion Blender Maxwell.","A multitude of glasa orbs of varying shapes and sizes containing a variety of different types of storms, inside the wizard ' s workshop at dusk, photorealistic, dramatic lighting, award winning, rendered with autodesl arnold unreal engine octane render Lumion Blender Maxwell.","A multitude of glass orbs of varying sUwpes and sizes containing a variety of different types of storms, inside the wizard ' s workshop at dusk, photorealistic, dramatic lighting, award winning, rendered with autodesk arnold unreal 3ngiBe octane render Lumion Blender Maxwell.","A multitude of glass orbs of Carying shapes and sizes containing a variety of diffwrent types of storms, inside the wizard ' s workshop at dusk, photorealistic, dramatic lighting, award winning, rendered wiyh autodesk arnold unreal 2ngine octane render Lumion BlenSer Maxwell."
1039,"classic atari game pitfall with modern ultra realistic graphics and ray - tracing, retro game, jungle, platformer, atmosphere, octane render, depth of field, unreal engine 5, full of color, trending on artstation, ultra high detail, ultra realistic, cinematic, focused, 8 k ","classic atari gam# pitfall with modern ultra realistic graphics and ray - tracing, retro game, jungle, platformer, atmosphere, octane render, depth of field, unreal engine 5, full of color, trending on artstati*n, ultra high detail, ultra realistic, cinematic, focused, 8 k","classic atari game pitfall with modern ultta realistic graphicZ and ray - tracing, retro game, jungle, platformer, atmosphere, octane render, depth of field, unreal engine 5, full of color, trending on artstation, ultra high detail, ultra realistic, ciJematic, focused, 8 k","classic atari game pitfall with modern ulGrw realistic graphics and ray - tracing, De^ro game, jungle, platformer, atmosphere, octane render, depth of gie;d, unreal engine 5, full of color, trending on artstation, ultra high detail, ultra realistic, cinematic, focused, 8 k"
1040,"very detailed full body portrait of yoga instructor eating ice cream, anime, fantasy, beautiful, pretty face, slender, dreamy aesthetic, 4 k, aura of light, cinematic lighting, highly detailed, sharp focus, artstation, masterpiece, art by hyungjin yang, art by atey ghaiyan ","very detailed full body portrait of yoga instructor eating ice creAm, anime, fantasy, beautiful, pretty face, slender, dreamy aesthetic, 4 k, aura of light, cinematic lighting, highly detailed, sharp focus, artstwtion, masterpiece, art by hyungjin yang, art by atey ghaiyan","very detailed cul/ body portrait of gova instructor eating ice cream, anime, fantasy, beautiful, pretty face, slender, dreamy aesthetic, 4 k, aura of light, cinematic lighting, highly detailed, sharp focus, artstation, masterpiece, art by hyungjin yang, art by atey ghaiyan","very detailed full body portrait of y9gq instructor eating ice cream, anime, fantasy, beauRidul, pretty face, slender, dreamy aesthetic, 4 k, aura of light, cinematic lighting, highly detailed, sharp RocuQ, artstation, masterpiece, art by hyungjin yang, art by atey ghaiyan"
1041,"hyper detailed ultra sharp cliff burton photorealistic thrash metal portrait, music concert aesthetic, masterpiece, elite, illustration, art by sachin teng, josan gonzalez, edmund leighton, organic matte painting, vibrant color palette, hard edges, graffiti, street art 8 k ","hyper detailed ultra sharp cliff burton photorealistic thrash metal portrait, music concert aesthetic, masterpiece, elite, illustration, art by saXhin teng, josan gonzalez, edmund leighton, organic matte painting, vibrant color palette, hard Sdges, graffiti, street art 8 k","hyper detailed ultra sharp cliff burton photorealistic thrash metal portrait, music coHcwrt aesthetic, masterpiece, 4,ite, illustration, art by sachin teng, josan gonzalez, edmund leighton, organic matte painting, vibrant color palette, hard edges, graffiti, street art 8 k","hyper deta8led ultra sharp cliff buDton photorealistic thrash metal portrait, music concert aesthetic, masterpiece, elite, illustration, art by sachin t2ng, josan gonzalez, edmund leighton, organic ma4te painting, vivrant color palette, hard edges, graffiti, street art 8 k"
1042,"classic oil painting, a satellite view of a dump truck on a sunny suburban street corner, rule of thirds, sunny suburban street, large blue sky, truckcore, highly detailed, digital illustration, concept art, smooth, sharp focus, art by greg hildebrandt, and tim hildebrandt ","classic oil painting, a satellite view of a dump truck on a sunny suburban qtreet corner, rule of thirds, sunny suburban street, large blue sky, truckcore, highly detailed, digital illustration, concept art, smooth, sharp focus, art by greR hildebrandt, and tim hildebrandt","classic oil painting, a satellite view of a dump truck on a sunny suburban street corner, rule of thirds, sunny suburbaG street, largF blue sky, truckcore, highly detailed, digital illustration, concept art, smo(th, sharp focus, art by greg hildebrandt, and tim hildebrandt","classic oil (aJnting, a satellite view of a dump truck on a sunny suburban street corner, rule of thirds, sunny suburban street, large blue sky, truckcore, h(ghl5 detailed, digital illustration, concept art, CNooth, sharp focus, art by greg hildebrandt, and tim hildebrandt"
1043,"greg manchess portrait painting of severus snape as overwatch character, medium shot, asymmetrical, profile picture, organic painting, sunny day, matte painting, bold shapes, hard edges, street art, trending on artstation, by huang guangjian and gil elvgren and sachin teng ","greg manchess portrait painting of severus snape as overwatch character, medium shot, asymmetrical, profile picture, organic painting, sunny day, matte painting, bold shapes, hard edges, street art, trending on artstation, by huang guangjian and gil elvgren and Eachim teng","greg manchess portrait painting of severus snape as overwatch character, medium shot, asymmetrical, profile picture, organic painting, sunny day, matte painting, bold shapes, hard edges, street art, trending on artstation, by huang guangjian and gil elvgGeJ and sachin t#nY","greg manchess portrait pa&ntiBg of severus snape as overDatfh character, medium shot, asymmetrical, profile picture, organic painting, sunny day, matte painting, bold shapes, hard edges, street art, trending on artstation, by huang guangjian and gil ekbgren and sachin teng"
1044,"a man with red hair wearing a hoodie sits peacefully in a misty forest. clear detailed face. clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration, art by ilya kuvshinov ","a man with red hair wearing a hoodie sits peacefully in a misty forest. clear detailed face. clesB cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen huang, by makoto shinkai and ilya kuvshinov, rossdraws, illustration, art by ilya kuvshinov","a man with red hair wearing a hoodie sits peacefully in a misty forest. clear detailed face. clean cel shaded vector art. shutterstock. behance hd by lois van Naa#le, artgerm, helen huang, by makoto shinkai and u<ya kuvshinov, rossdraws, illustration, art by ilya kuvshinov","a man wihh red hair Qearing a noodie sits peacefully in a misty forest. clear detailed face. clean cel shaded vector art. shutterstock. behance hd by lois van baarle, artgerm, helen uuang, by makoto shinkai and ilya kuvsginov, rossdraws, illustration, art by ilya kuvshinov"
