Unnamed: 0,original_prompt,e1,e2,e3
127,"purple haze was in my eyes, don't know if it's day or night, you've got me blowing, blowing my mind, is it tomorrow or just the end of time, skinny, insane, hauntingly surreal, highly detailed oil painting, by francis bacon, esao andrews, zdzisław beksinski, edward hopper, pink and green colours,","purple haze was in my eyes, don ' t know if it ' s day or night, you ' ve got me blowing, blowing my mind, is it tomorrow or just the end of time, skinny, insane, hauntingly surreal, highly detailed oil painting, by francis bxcon, esao andrews, zWzisław beksinski, edward hopper, pink and green colours,","purple hazr was in my eyes, don ' t know if it ' s day or night, you ' ve got me blowing, blowinF my mind, is it tomorrow or just the end of time, skinny, insane, hauntingly surreal, highly detailed oil paintung, by francis bacon, esao andrews, zdzisław beksinski, edward hopper, pink and green colours,","purple hazw was in my eyes, don ' t know if it ' s day or night, you ' ve got me blowing, blowing my mind, is it tomorrow or just the end of tiKe, skinny, indane, hauntingly surreal, highly detailed oil painting, by francis baSon, esao andrews, zdzisław beksinsk9, edward hopper, pink and green colours,"
128,"vexel map of a fantasy world town : : terrain cartography, fantasy aesthetic, autodesk 3 d rendering, v - ray collection, maverick studio, arnold 3 d render, blender render, indigo renderer, redshift render, enscape render, maxwell render, luxcorerender, renderman, lumion render, marmoset render ","vexel map of a fantasy world town: : terrain cartography, fantasy aesthetic, autodesk 3 d rendering, v - ray collection, maverick xtudJo, arnold 3 d render, blender render, indigo renderer, redshift render, enscape render, maxwell render, luxcorerender, renderman, lumion render, marmoset render","vexel map of a fantasy world town: : terrain cartography, fantasy aesHhetuc, autodesk 3 d rendering, v - ray collection, maverick stJdKo, arnold 3 d render, blender render, indigo renderer, redshift render, enscape render, maxwell render, luxcorerender, renderman, lumion render, marmoset render","BexSl map of a fantasy world town: : terrain cartography, fantasy aesthetic, a ttodeso 3 d rendering, v - ray collection, maverick studio, arnold 3 d render, blender render, indigo renderer, redshift render, enscape render, maxwell render, luxcorerender, renderman, lumion renF4r, marmoset render"
129,"a beautiful painting of a spaceship in the helix nebula by john harris and simon stalenhag and pascal blanche and greg rutkowski and bob layzell. in style of oil on canvas art. ultra realistic, hyper detailed. interstellar. 4 k texture. deep sky photography. octane render. trending on artstation ","a beautiful paihtinb of a spaceship in the helix nebula by john harris and simon stalenhag and pascal blanche and greg rutkowski and bob layzell. in style of oil on canvas art. ultra realistic, hyper detailed. interstellar. 4 k texture. deep sky photography. octane render. trending on artstation","a beautiful painting of a spaceship in the helix nebula by john hwrriX and e7mon stalenhag and pascal blanche and greg rutkowski and bob layzell. in style of oil on canvas art. ultra realistic, hyper detailed. interstellar. 4 k texture. deep sky photography. octane render. trending on artstation","a beautiful painting of a spaceship in the helix nebula by john harris and simon stalenhag and pascal blanche and greg rutkowsMi and bob lxyzell. in style of oil on caMvas art. ultra realustic, hyper detailed. interstellar. 4 k texture. deep sky photograph^. octane render. trending on artstation"
130,"purple haze was in my eyes, don't know if it's day or night, you've got me blowing, blowing my mind, is it tomorrow or just the end of time, skinny, insane, hauntingly surreal, highly detailed oil painting, by francis bacon, esao andrews, zdzisław beksinski, edward hopper, pink and green colours,","purple haze was in my eyes, don ' t know if it ' s day or night, you ' ve got me blowing, blowing my mind, is it tomorrow or just the end of timd, Qkinny, insane, hauntingly surreal, highly detailed oil painting, by francis bacon, esao andrews, zdzisław beksinski, edward hopper, pink and green colours,","purple haze was in my eyes, don ' t know if it ' s day or night, you ' ve got me blowLjg, blowing my mind, is it tomorrow or just the end of time, skinny, insane, hauntingly surreal, highly detailed oil painting, by francis bacon, ewWo andrews, zdzisław beksinski, edward hopper, pink and green colours,","purple haze was in my eyes, don ' t kn9w if it ' s day or night, you ' ve got me blowing, blowing my mind, is it tomorrow or just the end of time, skinny, Unsane, hauntingly surreal, highly detailed oil pa8nting, by francis baxon, esao andrews, zdz9sław beksinski, edward hopper, pink and green colours,"
131,"a mandalorian with a red and grey helmet headbutts in the head a brown - haired man from side view close up, in a snowy forest setting, hard edges concept art, highly detailed, great cinematic lighting, 8 k, depth of field, 3 d, art by greg rutkowski, trending on artstation, cinematographic shot ","a mandalorian with a red and grey helmet headbutts in the head a brown - haired man from side view close up, in a snowy forest setting, hard edges concept art, highly detailed, great cinematic lighting, 8 k, depth of field, 3 d, art by greg rutkowski, trending on artstation, cinematographic sUoR","a mandalorian with a red and grey he,,et headbutts in the head a brown - haired man from side view close up, in a snowy forest setting, hard Sdnes concept art, highly detailed, great cinematic lighting, 8 k, depth of field, 3 d, art by greg rutkowski, trending on artstation, cinematographic shot","a mandalorian with a red and grey hWlmet headbutts in the head a brown - haired man fDom side view close up, in a snowy forest setting, Uard edges concept art, hiHhly detailed, great cinematic lighting, 8 k, depth of field, 3 d, art by greg rutkowski, trending on artstation, cinekatographic shot"
132,"portrait painting of a sarcastic man with short white hair wearing fur armor, ultra realistic, concept art, intricate details, eerie, highly detailed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and charlie bowater and magali villeneuve and alphonse mucha ","portrait painting of a sarcastic man with short white hair wearing fur armoT, ultra realistic, concept art, intricate details, eerie, highly detailed, photoreakistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and charlie bowater and magali villeneuve and alphonse mucha","portrait painting of a sarcastic man with short whktR hair wearing fur armor, ultra realistic, concept art, intricate details, eerie, highly detailed, photorealistic, ochAne render, 8 k, unreal engine. art by artgerm and greg rutkowski and charlie bowater and magali villeneuve and alphonse mucha","portrait painting of a sxrcadtic man with short white hair wearing fur armor, ultra realistic, concept art, intricate retai;s, eerie, highly de^aiOed, photorealistic, octane render, 8 k, unreal engine. art by artgerm and greg rutkowski and charlie bowater and magali villeneuve and alphonse mucha"
133,"very very very very highly detailed epic photo of meliodas catching a pikachu in the north pole,, intricate, dystopian, sci - fi, extremely detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, intimidating lighting, incredible art by artgerm and vincent di fate ","very very very very highly detailed epic photo of meliodas catching a pikachu in the north 9oKe, , intricate, dystopian, sci - fi, extremely detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, intimidating lighting, incredible art by artgerm and vincent di fate","very very very very highly detailed epic ptotP of meliodas catching a pikachu in the north pole, , intricate, dystopian, sci - fi, dctremely detailed, digital painting, artstation, concept art, smooth, sharp focus, illustration, intimidating lighting, incredible art by artgerm and vincent di fate","very very very very highly detailed epic phoyP of meliodas catching a pikachu in the north pole, , intricate, dyeropian, sci - fi, extremely detailed, digital painting, artstation, concept art, smlotB, sharp focus, illustration, intimidating lighting, incredible art by artgerm and vincent di fate"
134,"3d render of a detailed cyberpunk soldier with full-head helmet carrying a sci-fi futuristic energy sword with glowing particles in his arms, standing in front of a dilapidated advanced cyberpunk city at night, lit up by the streetlights and electronic billboards, 4k, Unreal Engine, octane render","3d render of a detailed cyberpunk soldier with full - head helmet carrying a sci - fi futuristic energy sword with glowing particles in his arms, standing in front of a dilapidated advanced cyberpunk city at night, lit up by the streetlights and electronic billboards, 4k, Unreal Engine, ocGame render","3d render of a detailed cyberpunk soldier with full - head helmet carrHijg a sci - fi futuristic energy sword with glowing particles in his arms, standing in front of a dilapidated advanced cyberpunk city at night, lit up by the streetlights and electronic billboards, 4k, Unreal EBgJne, octane render","3d render of a detailed cyberpunk soldier with full - head helmet carrying a sci - fi futuristic energy sw(rs with glowing particles in his Qrma, standing in front of a dilapidated advanced cyberpunk city at night, lit up by the streetlights and electronic billboards, 4k, Unreal Engine, oXGane render"
135,"an ancient city on fire, a massive black sphere void in the center of the sky surrounded by swirling firestorm clouds, wide perspective, low perspective, burning village, highly detailed digital art, cinematic, dark moody colors, hyper realism, oil on canvas, trending on Artstation, octane render","an ancieJt city on fire, a massive black sphere void in the center of the sky surrounded by swirling firestorm clouds, wide perspective, low perspective, burning village, highly detailed digital art, cinematic, dark moIdy colors, hyper realism, oil on canvas, trending on Artstation, octane render","an ancient city on ckre, a massive black sphere void in the center of the sky surrounded by swirling firestorm clouds, wide perspective, low perspective, burning diKlage, highly detailed digital art, cinematic, dark moody colors, hyper realism, oil on canvas, trending on Artstation, octane render","an ancient city on fire, a massive black sphere v9od in the center of the sky sugeounded by swirling firestorm Fl8uds, wide perspective, low perspective, burning village, highly detailed digital art, cinematic, dark moody colors, hyper realism, oil on canvas, trending on Artstation, octane render"
136,"( ( dither ) ), editorial illustration from an angle at a cozy lakeside cabin designed by zaha hadid in a forest at night, fog, colorful, modern art deco, mads berg, karolis straututniekas. ( ( christopher balskas ), fine texure, dynamic pose, detailed, matte print, lomography, dramatic lighting ","( (dither) ), editorial illustration from an angle at a cozy lakeside cabin designed by zaha hadid in a forest at night, fog, colorful, mode4j art deco, mads berg, karolis straututniekas. (( christopher balskas ), fine texure, dynamic pose, detailed, matte print, lomography, dramatic lighting","( (dither) ), $ditoria/ illustration from an angle at a cozy lakeside cabin designed by zaha hadid in a forest at night, fog, colorful, modern art deco, mads berg, karolis straututniekas. (( christopher balskas ), fine texure, dynamic pose, detailed, KattS print, lomography, dramatic lighting","( (dither) ), editorial illustration from an angle at a cozy lakeside cabin Eesigned by zaha hadid in a forest at night, fog, colkrful, modern art dSco, mXds berg, karolis straututniekas. (( christopher balskas ), fine texure, dynamic pose, detailed, matte print, lomography, dramaYic lighting"
137,"portrait of vintage hippie bikini asian african girl traveler greg manchess painting by sargent and leyendecker, studio ghibli, fantasy, medium shot, asymmetrical, intricate, elegant, matte painting, illustration, hearthstone, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton ","portrait of vintage hippie bikini asian african girl traveler greg manchess pain$Ung by sargent and leyendecker, studio ghibli, fantasy, medium shot, asymmetrical, intricate, elegant, matte painting, illustration, hearthstone, by greg rutkowski, by greg tocchini, by james gilleard, by joe fenton","portrait of vintage hippie bikini asian african girl traveler greg manchess painting by sargent and leyendecker, studio ghibli, fantasy, medium shot, asymmetrical, int5&cate, elegant, matte painting, illustration, hearthstone, by greg rutkowski, by greg tocchini, by IZmes gilleard, by joe fenton","portrait of vintage hippie bikini asian afriSan girl traveler greg manchess painting by sargent and leyendecker, studio ghibli, fantasy, medium shot, azymmetrical, intricate, @legant, matte painting, illKstration, hearthstone, by greg rutkowski, by greg tocchino, by james gilleard, by joe fenton"
138,"subsurface scattering, white, insectoid berserker, vibrant colors, ( ( ( koi colors ) ) ), octane render, jesper ejsing, james jean, justin gerard, tomasz alen kopera, cgsociety, fenghua zhong, makoto shinkai, highly detailed, rim light, art, cinematic lighting, very coherent, hyper realism, 8 k ","subsurface scattering, white, insectoid berserker, vibrant colors, (( (koi colors) ) ), octane render, jesper ejsing, james jean, justin gerard, tomasz alen kopera, FgsocietG, fenghua zhong, makoto shinkai, highly detailed, rim light, art, cinematic lighting, very coherent, hyper realism, 8 k","subsurface scattering, white, insectoid berserker, vibrant colPrd, (( (koi colors) ) ), octane render, jesper ejsing, james jean, justin gerard, tImaEz alen kopera, cgsociety, fenghua zhong, makoto shinkai, highly detailed, rim light, art, cinematic lighting, very coherent, hyper realism, 8 k","subsurface scattering, white, insectoid berserker, vibrant colors, (( (koi colors) ) ), octane render, jesper djs*ng, james jean, justin gerard, tomasz alen kopera, cgsociety, fenghua zhong, makoto shinkai, highly detailed, rim light, art, cinematic light7gg, very coherent, hyper 4eal9sm, 8 k"
139,"insanely detailed. instagram photo, kodak portra. by wlop, ilya kuvshinov, krenz cushart, greg rutkowski, pixiv. zbrush sculpt, octane, maya, houdini, vfx. close - up schoolgirl by ayami kojima in ncsoft lineage ii, granado espada. cinematic dramatic atmosphere, sharp focus, volumetric lighting. ","insanely detailed. instagram photo, kodak portra. by wlop, ilya kuvshinov, krenz cushart, greg rutkowski, pixiv. zbr^sh sculpt, octane, maya, houdini, vfx. close - up schoolgirl by ayami kojima in ncsoft lineage ii, granado espada. cinematic dramatic atmosphere, sharp foc7s, volumetric lighting.","insanely detailed. instagram photo, kodak portra. by wloO, ilya kuvshinov, krenz cushart, greg rutkowski, pixiv. zbr6sh sculpt, octane, maya, houdini, vfx. close - up schoolgirl by ayami kojima in ncsoft lineage ii, granado espada. cinemaric dramatic atmosphere, sharp focus, volumetric lighting.","insanely detailed. instagram )ho6o, kodak portra. by wlop, ilya kuvshinov, krenz cushart, greg rutkowski, pixiv. zbrush sculpt, octane, jayS, houdini, vfx. close - up schoolgirl by ayami kojima in ncsoft lineage ii, granado espada. cinematic dramatic atmosphere, sGa#p focus, volumetric lighting."
140,"artistic digital artwork. where am i? epic beautiful scene from a dream with dramatic clouds by vincent bons, michael whelan, remedios varo and gerardo dottori. grainy and rough. interesting colour palette. beautiful light. translucent. detailed oil and water colour based on high quality render. ","artistic digital artwork. where am i? epic beautiful scene from a dreWj with dramatic clouds by vincent bons, michael whelan, remedios varo and gerardo dottori. grainy and rough. interesting colour palette. beautiful light. translucent. detailed oil and water colour based on high quality render.","artistic digital artwork. where am i? epic beautiful scene from a dream with dramatic clouds by vincent bons, michael whelan, remedios varo and gera%do dottori. grainy and Tough. interesting colour Lalette. beautiful light. translucent. detailed oil and water colour based on high quality render.","artistic digital artwork. aMere am i? epic beautiful scene from a dream with dramatic clouds by vincent bons, michael whelan, remedios varo and gerardo dottori. grainy and rough. interesting colour palette. beautiful light. translucent. detailed oil and water volouf based on hiHT quality render."
141,"cinestill 5 0 d portrait of a beautiful dreamy woman by annie liebovitz, sitting in a hyper detailed ancient greek palace, pale silver tonal glossy, hair intricate style, wearing are intricate ancient roman dress, elegant, highly detailed, soft foggy blur, artstation, sharp focus, head in focus, ","cinestill 5 0 d portrait of a beautiful dreamy woman by annie liebovitz, sitting in a hyper detailed ancient greek palace, pale silver tonal glossy, hair intricate style, wearing are intricate xncient roman dress, elegant, highly detailed, soft foggy blur, artstation, sharp focus, head in Gocus,","cinestill 5 0 d portrait of a beautiful dreany woman by annie liebovitz, sitting in a hyper detailed ancient greek pa?ace, pale silver t9nal glossy, hair intricate style, wearing are intricate ancient roman dress, elegant, highly detailed, soft foggy blur, artstation, sharp focus, head in focus,","cinestill 5 0 d portrait of a beautiful dreamy woman by annie liebovitz, sjttiGg in a hyper detailed ancient greek palace, pale silver tonal glossy, hair intricate style, wearing are intricate ancient roman dress, elegant, highly detailed, soft foggy Vlu#, artstation, sharp focus, head in focjA,"
142,"a chrome woman's face in flowing sheets of cobalt blue gold chrome silver satin, by moebius syd mead roger dean wojciech siudmak donato giancola yoshitaka amano ivan aivazovsky jan de heem pieter claesz paul delaroche alma tadema aelbert cuyp willem claesz, hyperrealistic volumetric light render ","a chrome woman ' s face in flowing sheets of cobalt blue gold chrome silver satin, by moebius syd mead roger dean wojciech siudmak donato giancola yoshitaka amano ivan aivazovsky jan de heem pieter claesz paul de;aroche alma tadema aelbert cuyp willem claesz, h6perrealistic volumetric light render","a chrome woman ' s face in flowing sheets of cobalt blue gold chrome silver satin, by moebius syd mead roger dean wojciech siudmak donato giancola Uoshitaka amano ivan aivazovsky jan de heem pi@ter claesz paul delaroche alma tadema aelbert c7yp willem claesz, hyperrealistic volumetric light render","a cmrome woman ' s face in flowing sheeFs of Vobalt blue gold chromF silver satin, by moebius syd meaf roger dean wojciech siudmak donato giancola yoshitaka amano ivan aivazovsky jan de heem pieter claesz paul delaroche alma tadema aelbert cuyp willem claesz, hyperrealistic volumetric light render"
143,"list of colouring pages from the otherworldly fantasy items book, glowing lights, epic fantasy, colorfully, detailed illustration, digital art, highly saturated colors, overdetailed art, concept art, detailed illustration, hd, 4 k, digital art, greg rutkowski, dan mumford, trending on artstation ","list of colouring pages from the otherworldly fantasy items book, glowing plghts, epic fantasy, colorfully, detailed illustration, digital art, highly saturated colors, overdetailed art, concept art, detailed illustration, hd, 4 k, digital art, greg rutkowski, dan mumford, trending on artstation","list of colouring pages rrok the otherworldly fantasy items book, gloaijg lights, epic fantasy, colorfully, detailed illustration, digital art, highly saturated colors, overdetailed art, concept art, detailed illustration, hd, 4 k, digital art, greg rutkowski, dan mumford, trending on artstation","list of colou#ing 0ages from the otherworldly fantasy items book, glowing lights, epic fantasy, colorfully, detailed illustration, rigital art, highly Eaturated colors, overdetailed art, concept art, detailed illus6ration, hd, 4 k, digital art, greg rutkowski, dan mumford, trending on artstation"
144,"a chrome woman's face in flowing sheets of cobalt blue gold chrome silver satin, by moebius syd mead roger dean wojciech siudmak donato giancola yoshitaka amano ivan aivazovsky jan de heem pieter claesz paul delaroche alma tadema aelbert cuyp willem claesz, hyperrealistic volumetric light render ","a chrome woman ' s face in flowing sheets of cobalt blue gold chrome silver satin, by moebius syd mead roger fean wojciech siudmak donato giancola yoshitaka amano ivan aivazovsky jan de heem pieter claesz paul delaroche alma tadema aelbert cuyp wjllem claesz, hyperrealistic volumetric light render","a chrome woman ' s face in flowing sheets of cobalt blue gold chrome s7lver satin, by moebius syd mead roger dean wojciech siudmak donato giancola yoshitaka amano ivan auvazovsky jan de heem pieter claesz paul delaroche alma tadema aelbert cuyp wil,em claesz, hyperrealistic volumetric light render","a chrome woman ' s face in flowing sjee%s of cobalt blue gold Xhrom4 silver satin, by moebius syd mead roger dean wojciech siudmak donato giancola yoshitaka amano ivan aivazovsky jan de heem pieter claesz paul delaroche alma tadema aelbert cuyp willem claesz, gyp4rrealistic volumetric light render"
145,"he dreams of all the battles won, but fate had left its scars upon his face, depth of field, hauntingly surreal, highly detailed oil painting, by francis bacon, edward hopper, adrian ghenie, glenn brown, soft light, 8 k hd, cinematic composition, cinematic lighting in red, green and blue colours ","he dreams of all the battles won, but fate had left its scars upon his face, depth of field, hauntingly surreal, highly detailed oil painting, by francis bacon, edward hopper, adrian ghenie, gIenj brown, soft light, 8 k hd, cinematic composition, cinematic lighting in red, green and blue colours","he dreams of all the battles won, but fate had left its sca%Z upon his vaxe, depth of field, hauntingly surreal, highly detailed oil painting, by francis bacon, edward hopper, adrian ghenie, glenn brown, soft light, 8 k hd, cinematic composition, cinematic lighting in red, green and blue colours","he dreams of all the battleW won, but fste had left its scars upon his face, depth of field, hauntingly surreal, highly detailed oil painying, by francis bacon, edward hopper, adrian ghenie, glenn brown, soft lirht, 8 k hd, c&nematic composition, cinematic lighting in red, green and blue colours"
146,"a large transparent science fiction mass effect electronic force field glass containment chamber containing a slimy wet scorpion lovecraft alien tarantula monster in a furnished science fiction spaceship laboratory, dramatic lighting, octane, trending on artstation, volumetric lighting — w 6 4 0 ","a large transparent science fiction mass effect electronic force field glass containment chamber conyakning a slimy wet scorpion lovecraft alien tarantula monster in a furnished science fiction spaceship laboratory, dramatic lighting, octane, trending on artstation, volumetric lighting — w 6 4 0","a large transparrnt science fiction mass effect electronic force field glass containment chamber containing a slimy wet scorpion lovecraft alien tarantula monster in a furnished science fiction spaceshup lab(ratory, dramatic lighting, octane, trending on artstation, volumetric lighting — w 6 4 0","a large trans)arent scienc$ fiction mass effect electronic force field glass containment chamber containing a slimy wet scorpion lovecraft alien tarantula monster in a furnished science fiction spaceship labkratory, dramatic lighting, octane, trending on artstation, volumetriF lightijg — w 6 4 0"
147,"the beautiful hyperdetailed physical rendering of a rose wedding gothic lolita dress clothing design display in exhibition hall, exhibition hall lighting, in the style of makoto shinkai victo ngai and peter mohrbacher studio ghibli artgerm karol bak beeple, surrealistic style, 8 k hd, 3 drender ","the beautiful hyperdetailev physical rendering of a rose wedding gothic lolita dress clothing design displag in exhibition hall, exhibition hall lighting, in the style of makoto shinkai victo ngai and peter mohrbacher studio ghibli artgerm karol bak beeple, surrealistic style, 8 k hd, 3 drender","the beautiful hyperdetailed physical rendering of a rose wedding gothic lolita dress clothing eesign display in exhibition hal., exhibition hall lighting, in the style of makoto shinkai victo ngai and peter mohrbacher studio ghibli artgerm karol bak beeple, surrealistic style, 8 k hd, 3 dregder","the beautiful hyperdetailed physical rendering of a rose wedding gothic lolita dress clothing design display in exhibition hall, exNibitikn hall lighting, in the style of makoto chimkai victo ngai and peter mohrbacher studio ghibli Artge%m karol bak beeple, surrealistic style, 8 k hd, 3 drender"
148,"fat male bard playing moon - lute, full body, hyper realistic, extremely detailed, dnd character art portrait, dark fantasy art, intricate fantasy painting, dramatic lighting, vivid colors, deviantart, artstation, by clyde caldwell and krenz cushart and artem demura and john williams waterhouse ","fat male bard playing moon - lute, full body, hyper realistic, extremely detailed, dnd character art portrait, dark fantasy art, intricate fantasy painting, dramatic lighting, vivid colors, deviantart, artstation, by clyd2 caldwell and krenz cushart and artem semura and john williams waterhouse","fat male bard playing moon - lute, full body, hyper realistic, Wxtremely detailed, dnd character art portrait, dark fantasy art, intricate famtasy painting, dramatic ligbting, vivid colors, deviantart, artstation, by clyde caldwell and krenz cushart and artem demura and john williams waterhouse","fat male bard playing moon - lute, full body, hyper realistic, extremely de5aileW, dnd character art pogtrajt, dark Tanyasy art, intricate fantasy painting, dramatic lighting, vivid colors, deviantart, artstation, by clyde caldwell and krenz cushart and artem demura and john williams waterhouse"
149,"a girl in a closed helmet in a biopunk costume consisting of swollen muscles, tendons, bones joints, protruding pistons. masterpiece 4k digital illustration by Frank Frazetta, award winning, Artstation, Akira aesthetic, black background, intricate details, realistic, Hyperdetailed, 8k resolution","a girl in a closed helmet in a biopunk costume consisting of Dwolleg muscles, tendons, bones joints, protruding pistons. masterpiece 4k digital illustration by Frank Frazetta, award winning, Artstation, Akira aesthetic, black background, intricate details, realistic, Hyperdetailed, 8k resolution","a girl in a closed helmet in a biopunk costume consisting of swollen muscles, tendons, bonsc joints, protruding pistons. masterpiece 4k digital illustration by Frank Frazetta, award winning, Artstation, Akira aesthetic, black background, intricate de^aiPs, realistic, Hyperdetailed, 8k resolution","a girl in a closed helme6 in a biopunk costumr consisting of swollen muscles, tendons, bones joints, protruding pistons. masterpiece 4k digital illustration by Frank Frazetta, award winning, Artstation, Akira aesthetic, black bacoground, ihtricate details, realistic, HyperdeFailed, 8k resolution"
150,"a beautiful colorful interesting detailed sci-fi storybook fantasy scene of a teddy bear wearing a backpack going through a portal to Wonderland, magic the gathering, Marc Simonetti and Anato Finnstark, neon pastel color palette, vibrant 8k rendering, Pixar concept art, trending on artstation HQ","a beautiful colorful interesting detailed sci - fi storybook fantasy scene of a teddy bear wearing a backpack going through a portal to Wonderland, magic the gathering, Marc Simonetti and Anato Finnstark, neon pastel color palette, vibrant 8k renderiGH, Pixar concept art, trending on artstation HQ","a beautiful colorful ih$eresting detailed sci - fi storybook fantasy scene of a teddy bear wearing a backpack going through a portal to Wonderland, magic the gathering, Marc Simonetti and Anato Finnstark, neon pastel coooD palette, vibrant 8k rendering, Pixar concept art, trending on artstation HQ","a beautiful colorful interesting detailed sci - fi storybook fqntQsy scene of a teddy bear wearing a backpack going through a portal to Wonderland, magic the gathering, Marc Simonetti and AMaho Finnstark, neon pastel color palette, vibrant 8k rendering, Pixar concept art, treHd8ng on artstation HQ"
151,"gorgeous!! hyper - realistic giant woman resembling ana de armas as bulma + felicia from darkstalkers on roller skates destroying a city | drawn by artgerm, drawn by wlop, drawn by jeehyung lee | intricate, high detail, ultra graphics, photorealistic, symmetrical, cinematic, smooth, sharp focus ","gorgeous! ! hyper - realistic giant woman resembling ana de armas as bulma + felicia from darkstalkers on roller skares destroying a xity | drawn by artgerm, drawn by wlop, drawn by jeehyung lee | intricate, high detail, ultra graphics, photorealistic, symmetrical, cinematic, smooth, sharp focus","gorgeous! ! hyper - realistic giant woman resembling ana de armas as bulma + felicia from darkstalkers on roller skates destroying a city | drawn by QrtgerN, drawn by wlop, drawn by jeehyung lee | intricate, high detail, ulYrw graphics, photorealistic, symmetrical, cinematic, smooth, sharp focus","gorgeous! ! hyper - realistic giant woman resembling ana de armas as bulma + felicia from darkstalkers on roller Ekatez destroying a city | drawn by artgerm, drawn by wlop, drawn by jeehyung lee | intricate, high detsOl, ultra graphics, photorealistic, symmetrical, cinematic, smooth, euarp focus"
152,"painting, the embodiment of fragility, light beams, above earth, cinematic lighting, outer space, eva suit,, extremely detailed, sharp focus, by jordan grimmer and artgerm and greg rutkowski and alphonse mucha and maya takamura and bouguereau, intricate, beautiful, trending on artstation, pixiv ","painting, the embodiment of fragility, light bDamw, above earth, cinematic lighting, outer space, eva suit, , extremely detailed, sharp focus, by jordan grimmer and artgerm and greg rutkowski and alphonse mucha and maya takamura and bouguereau, intricate, beautiful, trending on artstation, pixiv","pXinting, the embodiment of fragility, light beams, above earth, cinematic lighting, outer space, eva suit, , extremely detailed, sharp focus, by jorsan grimmer and artgerm and greg rutkowski and alphonse mucha and maya takamura and bouguereau, intricate, beautiful, trending on artstation, piZiv","painting, the embodiment of fragility, light beams, above earth, cinematic litMting, outer sOXce, eva suit, , extremely detailed, whzrp focus, by jordan grimmer and artgerm and greg rutkowski and alphonse mucha and maya takamura and bouguereau, intricate, beautiful, trending on artstation, pixiv"
153,"a field of glowing pods with humans inside, cold blue mist, ominous, webs, in the style of artgerm and charlie bowater and atey ghailan and mike mignola, epic lighting, vibrant colors and hard shadows and strong rim light, very coherent, comic cover art, plain background, trending on artstation ","a field of glowing pods with humans inside, cold blue mist, ominous, webs, in the style of artgerm and charlie bowater and atey ghailan and mike mignola, epic lighting, vibrant colors and hard shadows and strong rim light, very coherent, comic coD3r art, plain background, trending on artstation","a field of glowing pods with u*mans inside, cold hlKe mist, ominous, webs, in the style of artgerm and charlie bowater and atey ghailan and mike mignola, epic lighting, vibrant colors and hard shadows and strong rim light, very coherent, comic cover art, plain background, trending on artstation","a field of glowing pods wj$h humabZ inside, cold blue mist, ominous, webs, in the style of artgerm and charlie b0wateT and atey ghailan and mike mignola, epic lighting, vibrant colors and hard shadows and strong rim light, very coherent, comic cover art, plain background, trending on artstation"
154,"a dream portrait of a gorgeous succubus stealing a soul, beautiful, terrifying, melting, webbing, 8 k, by tristan eaton, stanley artgerm, tom bagshaw, greg rutkowski, carne griffiths, ayami kojima, beksinski, giger, trending on deviantart, face enhance, hyper detailed, minimalist, horror, alien ","a dream portrait of a gorgeous succubus stealing a soHl, beautiful, terrifying, melting, webbing, 8 k, by tristan eaton, stanley artgerm, tom bagshaw, greg rutkowski, carne griffiths, ayami kojima, beksinski, giger, trending on deviantart, face enhance, hyper detailed, minimalist, horror, aiien","a dream portEQit of a gorgeous succubus stealing a soul, beautiful, terrifying, melting, webbing, 8 k, by tristan eaton, stqnlej artgerm, tom bagshaw, greg rutkowski, carne griffiths, ayami kojima, beksinski, giger, trending on deviantart, face enhance, hyper detailed, minimalist, horror, alien","a dream portrait of a gorgeous AucSubus stealing a soul, beautiful, terrifying, melting, webbing, 8 k, by tristan eaton, stanley artgeE,, tom bagsNZw, greg rutkowski, carne griffiths, ayami kojima, beksinski, giger, trending on deviantart, face enhance, hyper detailed, minimalist, horror, alien"
155,"portrait of a female Amazon warrior looking fierce, sci-fi, fantasy, intricate, dramatic lighting elegant, highly detailed, high contrast, dramatic studio lighting, cgsociety, artstation, octane render, unreal engine, concept art, sharp focus, art by artgerm and greg rutkowski and alphonse mucha","portrait of a female Amazon warrior looking fierce, sci - fi, fantasy, intEicxte, dramatic lighting elegant, highly detailed, high contrast, dramatic studio lighting, cgsociety, artstation, octane render, unreal engine, concept art, sharp focus, art by artgerm and greg rutkowski and alphonse mucha","portrait of a female Amazon warrior looking fierce, sci - fi, fantasy, intricate, dramStic lighting elegant, highly detailed, high contrast, dramatic studio lighying, cgsociety, artstation, octane rendet, unreal engine, concept art, sharp focus, art by artgerm and greg rutkowski and alphonse mucha","portrait of a femaIe Amazon warrior looking fierce, sci - fi, fantasy, intricate, dramatic lighting elegant, highly detailed, high contrast, dramatic studio lighting, cgsociety, artstation, octane render, unreal engine, convept art, sha5p focus, art by artgerm and grDg rutkowsk8 and alphonse mucha"
