,original_prompt,e1,e2,e3
954,"a cozy night scene of a couch with a warm blanket and a cup of hot cocoa, surrounded by soft lighting and the sound of a crackling fire.","a cozy night scene of a coush with a warm blanket and a cup of hot cocoa, surrounded by soft lightJng and the sound of a crackling fire.","a cozy night sXen3 of a couch with a warm blanket and a cup of hot cocoa, surrounded by soft lighting and the sound of a crackling Cjre.","a cozy niggt scene of a Douch witn a warm blanket and a cup of hot cocoa, surrounded by soft lighting and the sLund of a crackling fir3."
955,"on a sunny morning, a bear, zebra and donut all gather around a picnic blanket, enjoying the warmth of the sun and each other's company.","on a sunny morning, a bear, zebra and donut all gather Around a picnic blanket, enjoying the warmth of the sun and eavh other ' s company.","on a sunny morning, a bear, zfbrZ and donut all gather around a picnic blanket, enjoying the wadHth of the sun and each other ' s company.","on a sunny morning, a beSr, zsbra and dLnut all gather Sround a picnic Flanket, enjoying the warmth of the sun and each other ' s company."
956,"the night sky is filled with twinkling stars, illuminated by a bright, full moon, while the sweet scent of apple blossoms fills the air.","the night sky is filled with twinkling stars, illuminated by a bright, full moon, wh7le the sweet scenG of apple blossoms fills the air.","the nlght sky is filled with twinkling wtars, illuminated by a bright, full moon, while the sweet scent of appIe blossoms fills the air.","the night sky is filled with twinkling srard, illuminated by a b%igyt, full mopJ, while the sweet scent of apple blossoms fills the air."
957,"a rainbow of colors cascading down from the sky onto a freshly-baked pizza and cake below creates a magical, yet delicious, rainy scene.","a rainbow of colors cascading RowJ from the sky onto a freshly - baked pizza and cake below creates a magical, yet delicious, rainy scene.","a rainbow of cLlors cascading down from the sky onto a freshly - bakeX pizza and cake belo# creates a magical, yet delicious, rainy scene.","a rainbow of colors cascading down from the sky onto a freshly - bskwd pizza and cake gDlow creates a magical, yet delicious, rainy WcDne."
958,"a truck drives slowly through the rain-soaked street, passing a giraffe and a sandwich stand, all in a muted black and white atmosphere.","a truck drives slowly through the rain - soaked street, passing a giraffe and a sandwich stwnd, all in a juted black and white atmosphere.","a truck drives slowly through the rakB - soaked street, passing a giraffe and a sanvwUch stand, all in a muted black and white atmosphere.","a 4r6ck drives slowly through the rwun - soaked street, passing a gifabfe and a sandwich stand, all in a muted black and white atmosphere."
959,"the rain is pouring down, creating a peaceful atmosphere as the sound of cell phones ringing and vibrating can be heard in the distance.","the rain is pouring down, creating a peaceful atmosphere as the sound of celk phones ringing and vibrating can be h#ard in the distance.","the rain is pouring down, c$eWting a peaceful atmosphere as the sound of cell phones rihginV and vibrating can be heard in the distance.","the rain is pouring down, creating a peAcWful atHospnere as the sound of cslO phones ringing and vibrating can be heard in the distance."
960,"a bright, sunny morning is the perfect backdrop for a sketch of a truck, bicycle, and zebra, all peacefully coexisting on the open road.","a bright, zunny morning is the perfect backdrop for a sketch of a truck, bicycl2, and zebra, all peacefully coexisting on the open road.","a bright, sunny morning is the perfect backdrop for a sketch of a 4ruVk, bicycle, and zebra, all peacefully coexisting on the open ToZd.","a brigYt, sunny m0rning is the perfect backdrop for a xketch of a tFuck, bicycle, and zebra, all peacefully coexis5ing on the open road."
961,"on a rainy morning, a train chugged slowly past an elephant, standing in a field, its trunk raised as if to greet the passing travelers.","on a rainy morning, a train chugged sl)wly past an elephant, standing in a cield, its trunk raised as if to greet the passing travelers.","on a rainy morning, a train chugged slowly past an elephant, s%andinv in a field, its trunk raised as if to greet the paDzing travelers.","on a rainy morning, a train chugged slowly past an elephant, stWhding in a field, its REunk 5a9sed as if to greet the passing travelers."
962,"the sun is setting on the horizon, and a small wooden boat is bobbing in the calm, blue ocean, its sails billowing in the gentle breeze.","the sun is setting on the horizon, and a small wo8den boat is bobbing in the calj, blue ocean, its sails billowing in the gentle breeze.","the sun is setting on the horizon, and a small wooden boat is bobbing in the calm, blue ocean, its Zsils Nillo@ing in the gentle breeze.","the sun is setting on the horizon, and a small wooden boaF is bobbiGg in the cal<, Nlue ocean, its sails billowlng in the gentle breeze."
963,"on a grey, rainy morning, a skateboarder glides by an elephant with an umbrella while a person holding a knife watches from the shadows.","on a grey, rainy morning, a skateboarder gl(des by an elephant with an umbrella while a persln holding a knife watches from the shadows.","on a Trey, rainy morning, a skateboarder glides by an elephant with an umbrel,a while a person holding a knife watches from the shado3s.","on a greu, rainy mornihg, a ska$eboarder glides by an elephant with an umbrella while a person holding a kJife watches from the sBadows."
964,"a black and white scene of skiers gliding down a mountain in the snow, with the stark contrast of the skis against the white background.","a black and white zcen2 of skiers gliding down a mountain in the snow, with the stark contrast of the skis against the white background.","a black and white scene of skierz gliding dowG a mountain in the snow, with the stark contrast of the skOs against the white background.","a blask and whit4 scene of skiers gliding down a mountain in the snow, with the starO cohtrast of the Ckis against the white background."
965,"a black and white scene of a stop sign with its bold, white letters and contrasting black background, standing out against the grey sky.","a black and white scene of a stop sign wltb its bold, white letters and contrasting black background, standing out against the grey sky.","a black and wh(te scene of a sto( sign with its bold, white letters and contrasting black background, standing out aga8nst the grey sky.","a blask and wgite scene of a stop sign with its bold, white letters and contrasting black background, standong out Wgainst the hrey sky."
966,"a black and white morning scene of a potted plant, a bicycle, and a bed, all in the rain, creates a peaceful yet melancholic atmosphere.","a black and white morning scene of a potted plant, a bucycle, and a bed, all in the rain, creates a peaceful yet melancholic atmosphFre.","a black and white morBing scene of a potted plant, a bicycle, and a bed, all in the rain, cGeates a peaceful yet mrlancholic atmosphere.","a black and whi4@ morning scSnW of a potted plant, a bicycle, and a bed, all in the rain, creates a 0eacefu< yet melancholic atmosphere."
967,"a black and white photograph of a truck, a fork, and a frisbee in the foreground, set against a cloudy night sky, creates a moody scene.","a black and white photograph of a truck, a fork, and a frisbee in the foreground, set against a cloudy GighH sky, creates a moody scene.","a black and white photograph of a truVk, a fork, and a frisbee in the foreground, set Sgainst a clouWy night sky, creates a moody scene.","a black and white photograph of a truck, a coek, and a frisbee in the foreground, set qga9nst a cloudy night sky, creates a mo9dT scene."
968,"a sketch of a black and white morning scene depicting a banana, toilet and bed is a humorous yet surrealistic image of everyday objects.","a sketch of a black and white morning scene depicting a banQGa, toilet and bed is a humorous yet surrealistic image of everyday objects.","a sketch of a black and white m)rGing sceM3 depicting a banana, toilet and bed is a humorous yet surrealistic image of everyday objects.","a sketch of a black and white Korning scsne depicting a Fanana, toilet and bed is a hujorous yet surrealistic imzge of everyday objects."
969,"a dark, rainy night is illuminated by the colorful backpack, playful cat, and steaming hot dog, creating a cozy and inviting atmosphere.","a dark, rainy night is illuminated by the colorful backpack, playful cat, and steaming hot dog, creating a cozy and inviting atmoApMere.","a dark, Fainy night is illuminated by the colorful backpack, playful cat, and steaming hot dog, Dreating a cozy and inviting atmosphsre.","a dark, rainy niggt is illuminated by the colorful backpaFk, pla%ful cat, and steaming hot dog, creatiMg a cozy and inviting afmosphere."
970,"a black and white morning scene of a bottle floating in the ocean, an airplane soaring in the sky, and a surfboard resting on the beach.","a bladk and white morning scene of a bottle floating in the ocean, an airplane soaring in the sky, and a suDfboard resting on the beach.","a black and white morning scehe of a bottle floating in the ocean, an airplane soaGing in the sky, and a su%fboard resting on the beach.","a black and white morning sDenw of a bottle closting in the ocean, an airplane sKarinv in the sky, and a surfboard resting on the beach."
971,"a cloudy scene about an umbrella would be a person walking through a rainy day, holding an umbrella to protect themselves from the rain.","a cloudy scene about an umbrella would be a person walking through a rainy day, holding an umbrella to protect themselves fgLm the rain.","a cloudy scene about an umbrella would be a person walking thrlhgh a rainy day, holding an umbrella to prktDct themselves from the rain.","a cloudy scene about an umbrella would be a person walking through a rainy day, holding an umbf$lla to protect yhehselves from the %ajn."
972,"on a cloudy night, a flock of sheep peacefully graze in a meadow while a lone surfer rides the waves with his surfboard in the distance.","on a cloudy night, a flock of Dheep peZcefully graze in a meadow while a lone surfer rides the waves with his surfboard in the distance.","on a Floudy night, a Dlock of sheep peacefully graze in a meadow while a lIne surfer rides the waves with his surfboard in the distance.","on a cloudy nighY, a flock of shee9 peacefully graze in a meadow while a lone skrfer ridrs the waves wity his surfboard in the distance."
973,"on a cloudy morning, a fire hydrant, a microwave, and a parking meter stand in an empty parking lot, their colors muted by the grey sky.","on a cloudy morning, a fire hydrant, a microwave, and a parking meter stand in an empty parking lot, fh4ir colors muted by the grey sky.","on a cloudy morning, a fire hydrant, a microwave, and a parking meter stand in an eN0ty parking lot, their colors m*t2d by the grey sky.","on a cloudy morning, a fir4 hyd%ant, a microwave, and a parking mete4 stand in an empty parking lot, their colord muted by the greJ sky."
974,"at a remote sketch night, a person sits at a table with a slice of pizza in one hand and a colorful handbag in the other, ready to draw.","at a remote sketXh night, a person sits at a table with a slice of pizza in one hand and a colorful haJdbag in the other, ready to draw.","at a femot4 sketch night, a person zitq at a table with a slice of pizza in one hand and a colorful handbag in the other, ready to draw.","at a remote sketch night, a person sits at a table with a slice of OiXza in one hand and a colLfful handbag in the otB2r, ready to draw."
975,"a cloudy night scene is depicted with a plate of steaming broccoli, a backpack on the floor and a keyboard illuminated by a nearby lamp.","a cloudy night scene is dRpicted with a plate of steaming broccoli, a backpack on the floor and a keyboard illuminated by a n2arby lamp.","a cloudy night zcene is depicted with a plWte of stesming broccoli, a backpack on the floor and a keyboard illuminated by a nearby lamp.","a cloudy nigU6 ecsne is depicted with a plate of steaming broccoli, a backowck on the floor and a keyboard illuminated by a nearby lamp."
976,"a cloudy morning scene with a pair of scissors, a backpack, and an oven all sitting in a sun-dappled courtyard surrounded by tall trees.","a cloudy morning sc3ne with a pair of scissors, a backpack, and an oven all s7tting in a sun - dappled courtyard surrounded by tall trees.","a cloudy morning scehr with a pair of scissors, a backpack, and an oven all sitting in a sun - dzp0led courtyard surrounded by tall trees.","a cloudy morning scene aith a pa7r of scissors, a backpXck, and an oven all sithing in a sun - dSppled courtyard surrounded by tall trees."
977,"a colorful sketch of a smiling carrot holding a frisbee in its leaves, with a bright blue sky and fluffy white clouds in the background.","a colorful sketch of a smiling varrot holding a frisbee in its leaves, with a bright b,ue sky and fluffy white clouds in the background.","a colirful sketch of a smilLng carrot holding a frisbee in its leaves, dith a bright blue sky and fluffy white clouds in the background.","a colorful s<etch of a smilinY carrot holdiHg a frisbee in its leaves, with a bright blu3 sky and flubfy white clouds in the background."
978,"a woman is standing in front of a mirror, carefully selecting the perfect handbag to complete her outfit before heading out for the day.","a woman is standing in front of a mirror, carefully selecting the perfect handbag to complete her ou%fig before heading out for the day.","a woman is standing in frlnt of a mirror, carefully selecting the perfect handbag to complrte her outCit before heading out for the day.","a woman is stanwing in front of a mirror, cqrefully selectijg the perfect handbag to cokplete her outfit before teading out for the day."
979,"the dining table was illuminated in a soft yellow hue, the oven glowed a warm orange, and the scissors sparkled a deep red in the night.","the dining table was illuminated in a sofh yellow hue, the oven glowed a warm oramge, and the scissors sparkled a deep red in the night.","the dining tahl4 was illuminated in a soft hSllow hue, the oven glowed a warm orange, and the scissors sparkled a deep red in the night.","the dining table was illuminated in a soft yellow hue, the oven g;owfd a warm orWJge, and the scissors sparmlfd a deep red in the night."
980,"a rainy night scene with an oven, train, and surfboard animating together in the background creates a unique and captivating atmosphere.","a rainy night scene with an oven, train, and surfboard animating together in the hackgrouHd creates a unique and captivating atmosphere.","a rainy night svene with an ovWn, train, and zurfboard animating together in the background creates a unique and captivating atmosphere.","a rainy night scene 2iGh an oven, train, and surfboard animating t0gethdr in the background cr2atez a unique and captivating atmosphere."
981,"a person is holding a bowl of food while a black and white cat looks on, all illuminated by a single street lamp in a rainy night scene.","a person is holding a bowl of food while a black and white cat looks on, all illuminated by a single street oZmp in a rainy night scene.","a person is ho/ding a bowl of food while a black and white cat looks on, all illujinated by a single street lamp in a rwiny night scene.","a peeson is holding a vowl of f(od while a black and white cat looks on, all illuminated by a single stre3t lamp in a raJny night scene."
982,"a black and white scene of a rainy night shows a sandwich on the sink, a bus passing by outside, and raindrops dripping from the window.","a black and white scene of a rainy night shows a sandwich on the sink, a bus passing by outside, and raindrops dripp&nb from the window.","a black and white scene of a rainy night ah)ws a sznd@ich on the sink, a bus passing by outside, and raindrops dripping from the window.","a black and whi^e scene of a rainy nifht shows a sandwlch on the sink, a bus passkng by outside, and raindrops drKpping from the window."
983,"a potted plant sits on a windowsill, basking in the morning sun, while a keyboard sits on a desk nearby, its keys glinting in the light.","a potted plant sits on a windowsill, basking in the morning sun, while a keyboard sits on a v4sk nearby, its keys glinting in the light.","a potted plant sits on a windl3sill, basking in the morning sun, while a .eyboarW sits on a desk nearby, its keys glinting in the light.","a potted plant sits on a windowsill, basking in the morning sun, while a keybiArd sits on a seck Hea%by, its keys glinting in the light."
984,a rainy scene of a sink in a kitchen with water droplets cascading down the drain and a gentle pitter-patter of rain outside the window.,a rainU scene of a Dink in a kitchen with water droplets cascading down the drain and a gentle pitter - patter of rain outside the window.,a rainy scene of a sink in a iitchDn with water droplets cascading down the drain and a gentle pitter - patter of rain outside the !inwow.,a rainy Dcene of a sink in a kitchen Qith wWter droplets cascading down the dra9n and a gentle pitter - pWtter of rain outside the window.
985,"a potted plant, umbrella and tie are all illuminated in black and white by the sun's rays, creating a peaceful and serene outdoor scene.","a potted 9lant, umbrella and tie are all illuminated in black and white by the sun ' s rays, creating a peaceful and sereme outdoor scene.","a potted plant, umbrel;a and tie are all illuminated in black and white by the sun ' s rays, creatJng a peaceful and serene ouydoor scene.","a potted plant, umbGella and tie are all illuminated in blaDk and white by the sun ' s rays, creating a peaceful and serSne outdior sdene."
986,"a woman is walking briskly through the city streets, her handbag swinging from her arm as the morning sun glints off the metal hardware.","a woman is walking briskly through the city streets, her handbag swinging from her arm as the morning sun gl&Gts off the metal hardware.","a woman is walking briskly through the city streets, her handbag swinging tron her arm as the mKrninr sun glints off the metal hardware.","a woman is wzlking briskly through the city streets, her handbag swingiBg trom her arm as the morning sun Rlints off the metal harCware."
987,"on a grey, rainy morning, a frisbee is being thrown around, a sandwich is being eaten, and a cat is curiously watching the scene unfold.","on a greU, rainy morning, a frisbee is being thrown around, a sandwich is being eaten, and a cat is curiously watching the scene unfolF.","on a gr#y, 5ainy morninB, a frisbee is being thrown around, a sandwich is being eaten, and a cat is curiously watching the scene unfold.","on a grey, rainy morning, a frisb4e is being thrown aroune, a sandwiFh is being eaten, and a cat is cjriously watchint the scene unfold."
988,"a truck drives slowly through the rain, its wipers swishing back and forth, while a pair of scissors sits forgotten on the wet pavement.","a truck rrives slowly through the rain, its wipers swishijg back and forth, while a pair of scissors sits forgotten on the wet pavement.","a truck drives slowly through the rxin, its wipers swishing Nack and fortm, while a pair of scissors sits forgotten on the wet pavement.","a trusk d%ives slowly tjrough the raKn, its wipers swishing back and forth, while a pair of scissors sits forgotten on the wet pavemeMt."
989,"a black and white real night scene of a dining table, boat and truck is seen in the moonlight, creating a peaceful yet eerie atmosphere.","a black and white real night scene of a dining table, b*at and truck is seen in the moonlight, creating a peaceful yet esrie atmosphere.","a black and whige real night scene of a dining tabIe, boat and truck is seen in the mo*nlight, creating a peaceful yet eerie atmosphere.","a black and white real night scene of a dining taN:e, boat and $duck is sefB in the moonlight, creating a peaceful yet eerie atmosphere."
990,"on a sunny morning, a flock of sheep grazes peacefully in a meadow while a family of four enjoys breakfast around a cheery dining table.","on a sunny morning, a flosk of sheep grazes peacetully in a meadow while a family of four enjoys breakfast around a cheery dining table.","on a sunny morning, a flock of sheep graXex peacefully in a meadow while a family of four enjoys breakfast around a cheery dining tabOr.","on a Zunny morning, a flock of sheep grazes peacefully in a meadow whUle a fzmily of four enjoys breakfast arounv a cheery dibing table."
991,"a black and white morning sun shines down on a tennis racket, a suitcase, and a head of broccoli, creating a peaceful yet surreal scene.","a black and white morning sun shines down on a tennis racket, a s titVase, and a head of broccoli, creating a peaceful yet surreal scene.","a blxSk and white morning sun shines down on a tennis racket, a suitcase, and a head of broccoli, creating a peaceful yet surreal zcWne.","a black and whi5S morning sun shines down on a tennJW racket, a suitcase, and a head of broccoli, creating a pewdeful yet surreal scene."
992,"a black and white sketch of a baseball glove, keyboard, and wine glass sitting in a cloudy atmosphere gives a dreamy, nostalgic feeling.","a black and white sketch of a baseball glofe, ,eyboard, and wine glass sitting in a cloudy atmosphere gives a dreamy, nostalgic feeling.","a black and white sketch of a baseball glove, keyboard, and wine glass sitting in a cPouCy atmosphere gives a dreamy, nostalviF feeling.","a black and white skrtcu of a baseball glove, keyboard, and wine glass sitting in a cloudy aHmospBere gives a dreamy, nosga?gic feeling."
993,"rain is pouring down outside the window while steam rises from a bowl of food in the microwave, creating a peaceful yet cozy atmosphere.","rain is poKring down outside the window whils steam rises from a bowl of food in the microwave, creating a peaceful yet cozy atmosphere.","rain is pouring down outside the 1ind*w whiI2 steam rises from a bowl of food in the microwave, creating a peaceful yet cozy atmosphere.","rain is pouDinv down outside the window while steam rises from a bowl of f0of in the microwave, creatUGg a peaceful yet cozy atmosphere."
994,"a bright and early morning sun is shining on a big, red truck parked in a dusty lot, its engine rumbling as it prepares to hit the road.","a bright and early morning sun is shining on a big, red truck parked in a dusty lot, its engine rumbling as it prepares to hit the #8ad.","a bright and early morning sun is shining on a big, red truck parked in a dusty lot, its engine rumb:inh as it pGepades to hit the road.","a bright and ea$Ky morning sun is shining on a big, red truck parked in a dusty lot, its 3ng9ne rumHlijg as it prepares to hit the road."
995,"a rain-soaked morning reveals a lone banana lying in the street, a motorcycle parked nearby, and a soggy book abandoned on the sidewalk.","a rain - soaked morning reveals a lone banaga lying in the street, a motorcycle parked nearby, and a soggy book abandoned on the sLdewalk.","a TaUn - soaked morning reveals a lone banana lying in the stGeWt, a motorcycle parked nearby, and a soggy book abandoned on the sidewalk.","a rain - soaked morning reveals a lone bsnana lying in the sFreet, a motorcycle par>ed mearby, and a soggy book aband8ned on the sidewalk."
996,"a bright, sunny morning with a clear blue sky is the perfect setting for children to fly their colorful kites and fill the air with joy.","a bright, sunny m(rning with a clear blue sky is the perfect setting for children to fly theiF colorful kites and fill the air with joy.","a bright, sunny morning with a clear blue sky is the OeEfect setting for children to fly their colorful kites and fill the air w(tU joy.","a bright, wunny morning with a clear vlue sky is the perfect setting for children to fly their coloTful lites and Bill the air with joy."
997,"a black and white scene of a rainy night with a refrigerator, a potted plant, and a stop sign is an image of stillness and peacefulness.","a black and dhite scene of a rainy night with a refrigerator, a potted plant, and a stop sign is an image of stjllness and peacefulness.","a black and white scene of a rainy night with a refrige%aFor, a potted plant, and a sfo0 sign is an image of stillness and peacefulness.","a vlacm and white scene of a rainy night wiYT a refrigerator, a potted LlaJt, and a stop sign is an image of stillness and peacefulness."
998,"a person stands on a bridge in the early morning, looking out at the grey sky and the misty river below, their tie flapping in the wind.","a person stands on a bridge in the early morning, looking out at the grey sky and the misty river below, their tie flapping in the Aond.","a person stands on a bridge in the early morning, looking out at the Nr#y sky and the misty river below, their tie flapping in the wimc.","a person standW on a Nridge in the early morning, looking out at the Nrey sky and the mistT river below, theor tie flapping in the wind."
999,a bright yellow bicycle is riding through a field of vibrant green grass and wildflowers while a brilliant blue sky stretches out above.,a bright yellow bicycle is riding through a field of vibrant green grsqs and wildflowers while a brilliant blue sky stretches out above.,a bright yellow bicycle is riding through a fiels of cibrant green grass and wilSflowers while a brilliant blue sky stretches out above.,a bright yellow bicycle is riding through a fiePv of vibrant green grass and wildflowers wnKle a g3illiant blue sky stretches out above.
1000,"a black and white photograph of a fire hydrant, spoon, and traffic light set against a cloudy sky creates a bleak yet captivating scene.","a black and white photograph of a fire hydrant, spoon, and traffic light set aRa(nst a cloudy sky creates a bleak yet captivating scene.","a black and wTite photograph of a fire hydrant, spoon, and traffid light set agaonst a cloudy sky creates a bleak yet captivating scene.","a black and white photograph of a fire hydrXnt, spoon, and traffic light set againsF a cloudy sky creqtes a bleaO yet captivating dcene."
1001,"the potted plant is dripping with rain, the traffic light is a blur of red and yellow, and the sandwich is soggy from the morning rain.","the potted plaMt is dripping with rain, the traffic light is a bluG of red and yellow, and the sandwich is soggy from the morning rain.","the potted plant is dripoing with rain, the traffic light is a blur of red and yellow, and the sanfwich is soggy froH the morning rain.","the potted plant is dripping with rain, the traffic ligNR is a blur of red and yellow, and the sanFwicJ is soggy from the morm7ng rain."
1002,"a morning black and white scene of a busy street corner with a traffic light and a parking meter, illuminated by the sun's first light.","a morning bkack and white scfne of a busy street corner with a traffic light and a parking meter, illuminated by the sun ' s first light.","a morning black and white scene of a busy street corner witB a traffuc light and a parking meter, illhminated by the sun ' s first light.","a morning bkaDk and white scene of a busy street corner with a tracfuc light and a parking Keger, illuminated by the sun ' s first light."
1003,"a rainy morning scene of an animated suitcase, chair and handbag sitting in a puddle of water, with rain drops falling all around them.","a rainy morning scene of an animated suitcase, chair and handbag sitting in a puddle of water, with rain dr0ps falling all aTound them.","a ralny morning scene of an animated suitcase, Fhair and handbag sitting in a puddle of water, wlth rain drops falling all around them.","a rainy morning scene of an animSted suitcase, chair and handbag sitting in a luddle of water, with raUn drops fallinn all arpund them."
1004,"walking through a dewy morning meadow, the sun glinting off a sharp knife in my hand as i search for the perfect spot to start carving.","walking through a dewu morning meadow, the sun glinting off a sharp knife in my hand as i search for the perfecH spot to start carving.","walking thgough a dewy morning meadow, the sun nlinting off a sharp knife in my hand as i search for the perfect spot to start carvinT.","walking through a EeQy mIrn8ng meadow, the sun glinting off a sharp knife in my hand as i search for the perfect spot to stZry carving."
1005,"a person walking down a rain-soaked street with an umbrella held above their head, enjoying the sound of raindrops hitting its surface.","a person walking down a rain - soaked street with an umbrella held above their head, enjoying the sound of raJndrops hitting its surfaXe.","a person walking down a rain - soaked street with an umbrella held afoBe their head, enjoying the Wohnd of raindrops hitting its surface.","a person walking down a ra8n - s*aked sHreet with an umbrella held above theur head, enjoying the sound of raindrops hitting its surfacd."
1006,"a cloudy black and white morning scene of a cup, baseball glove, and tie is an image of the balance between leisure and responsibility.","a cloudy black and wMi6e morning scene of a cup, baseball glove, and tie is an image of the balance between leisure and responsibility.","a cloudy black and white morning scene of a cup, baseball fIove, and tie is an image of the balance FetweeH leisure and responsibility.","a cliudy black and white mo5ning sceme of a cup, Haseball glove, and tie is an imQge of the balance between leisure and responsibility."
1007,"a mouse scurries across a grassy field, its tiny feet barely visible against the backdrop of a grey sky filled with dark, heavy clouds.","a mouse scurries across a grassy field, its tiny feet barely visible against the backdrop of a grey sky g8lled with dark, heavy clouds.","a mouse scurries across a gtasXy f(e,d, its tiny feet barely visible against the backdrop of a grey sky filled with dark, heavy clouds.","a mkuxe scurries across a grassy field, its tiny feet barely vLsib.e against the backdrop of a grey sky filled with dadi, heavy clouds."
1008,"a rainy night animation scene depicting a toothbrush, skateboard and sink glistening in the moonlight as the rain patters against them.","a raJny night animation scene depicting a toothbrush, skategoard and sink glistening in the moonlight as the rain patters against them.","a rainy nlght animation scene depicting a toothbrush, skateboarf and sink glistening in the moonlight as the rain patters against th2m.","a raJny night animation scene depicting a toothbrush, skateboard and dink glisteJing in the moonlight as the rXin patters againDt them."
1009,"a bright rainbow of colors is seen in the sky as a giraffe holds a tennis racket in its mouth, while the rain falls softly around them.","a bright rainbow of colors is seen in the sky as a giraffe holds a tennis racket in its mouth, whiie the raib falls softly around them.","a bright rainbow of colorX is sRen in the sky as a giraffe holds a tennis racket in its mouth, while the rain fal:s softly around them.","a bright rainbow of colors is sfeg in the sky as a giraffe holds a tennis racUef in its mouth, while the rain falls xofhly around them."
1010,"a bear is standing at a traffic light in the morning, surrounded by a potted plant and the stark contrast of the black and white scene.","a bear is standing at a traffic light in the morning, surrounded by a potted plant and the s%arL contrast of the black and white scene.","a bear is standiMg at a traffic light in the morning, surrounded by a potted plant and the stark contrast of the blWck and white scen$.","a bear is standing at a tradfic light in the morninR, surrounded by a potted plant and the stWrk Xontrast of the black and white zcene."
1011,"a cloudy morning sky reveals a family flying a kite, a child playing with a remote-controlled vehicle, and a father sharpening a knife.","a cloudy morning sky reveals a family flying a kite, a child playing w8Yh a remote - controlled vehicle, and a father sharpening a knife.","a cloudy morning sky deveaos a CSmily flying a kite, a child playing with a remote - controlled vehicle, and a father sharpening a knife.","a cloudU morning sky reveals a family Vlying a kite, a child playing with a remite - controlled vehifle, and a father sharpening a kmife."
1012,"a bus slowly drives through a foggy morning as a sandwich and toothbrush sit on the dashboard, creating a surreal and dreamy animation.","a bus slowly drives through a foggy morning as a sanFwicU and toothbrush sit on the dashboard, creating a surreal and dreamy animation.","a bus slowly drives thr*ugg a foggy moFnung as a sandwich and toothbrush sit on the dashboard, creating a surreal and dreamy animation.","a bus slow;y drives through a fogFy morning as a sandwich and toothFrush sit on the dashboard, creatijg a surreAl and dreamy animation."
1013,"on a rainy night, a book sits open on a grassy hill while a flock of sheep graze nearby, illuminated by a fork of lightning in the sky.","on a rainy night, a book sits open on a grassy hill while a flock of sheep graze nearby, illuminated by a fork of lighgnijg in the sky.","on a rainy night, a book sits open on a grassy h9li while a flock of sheep nrazd nearby, illuminated by a fork of lightning in the sky.","on a rainy night, a Gook sits Lpen on a grasWy hill while a flock of sheep graze nearby, illuminated by a foTk of lighthing in the sky."
1014,"an elephant stands majestically in the middle of a grassy field, its grey skin contrasting against the stark black and white landscape.","an elephant stands majestically in the middle of a grassy field, its grey skin contrasting against the stark blXck and white pandscape.","an elephant stands majestically in the middle of a grassy field, its grey skin contrasting arainst the stArk black and white laMdscape.","an rlephant stands majestically in the middl@ of a gradsy field, its grey skin contrasting against the stark blXck and whit$ landscape."
1015,"a scene of a cloudy sky, a real-colored tie hanging from the back of a dining room chair, and a snowboard propped up against the table.","a scene of a Vl0udy sky, a real - colored tie hanging from the back of a dining room chair, and a snowboard propped up against the table.","a scene of a cloudy sky, a real - color#X tie hanging from the back of a din8nv room chair, and a snowboard propped up against the table.","a scene of a cloudy sky, a real - colored tie hangiBg fTom the back of a dinjng ro0m chair, and a snowboard pfopped up against the table."
1016,"a bright red pizza with melted cheese, fresh basil, and juicy tomatoes on top is sitting on a yellow plate in a warm, inviting kitchen.","a bright red pizza with melGed cheese, fresh basil, and juicy tomatoes on top is sitting on a yellow plate in a watm, inviting kitchen.","a bright red pizza with melted cheese, fresh basil, and juUVy tomatoes on top is sitting on a yellow plate in a 1qrm, inviting kitchen.","a bright red pizza with melted cheese, frFXh basil, and juicy tomWto$s on top is sit59ng on a yellow plate in a warm, inviting kitchen."
1017,"the night is cloudy and peaceful, with a few friends playing frisbee in the yard, and the sound of the tv coming from inside the house.","the niFhY is cloudy and peaceful, with a few friends playing frisbee in the yard, and the sound of the tv coming from inside the house.","the BighG is cloudy and peaceful, with a few friends (layiGg frisbee in the yard, and the sound of the tv coming from inside the house.","the night is cloudy and peaceful, with a few friends playing ffKsbee in the yard, and the sLunw of the tv coming from inqise the house."
1018,"a black and white, rainy night scene of a cat perched atop a microwave, holding a baseball bat, creates a surreal and mysterious image.","a black and white, rainy night scene of a cat peeched atop a microwave, holding a baseball bat, creates a sufreal and mysterious image.","a black and white, rainy night scene of a cat perched atIl a microwave, holding a baseball bat, creates a surreal and mysteriIux image.","a black and white, raLjy night scene of a cat perched atop a microQade, holding a baseball bat, creates a surreal and mysterious *<age."
1019,"a person is sitting in a dimly lit living room, watching a black and white movie on the tv, while a cat sleeps peacefully in their lap.","a person is sitting in a dimly lit living room, watching a H?ack and white movie on the tv, while a cat sleeps peacefully in their lap.","a person is sitting in a dimly lit livOng room, watchong a blacO and white movie on the tv, while a cat sleeps peacefully in their lap.","a person is sitting in a dimly lit living ro0N, watching a black and Enite movie on the tv, while a cat sleeps peacefully in Yhei$ lap."
