original_prompts,edited_prompts_1,edited_prompts_2,edited_prompts_3,d1,d2,d3,min,avg
"a woman stands in her bedroom, admiring the way the morning sunlight reflects off her new handbag as she prepares for the day.",a woman stands in her bedroom admiring the way the morning light reflects off her new handbag as she prepares for the day,a woman stands in her bedroom admiring the way the morning sun reflects off her new handbag as she prepares for the day,woman stands in her bedroom admiring how the morning sun reflects off her new handbag as she prepares for the day,16,18,25,2,19.6666666666667
"an elephant stands near a black and white parking meter, waiting patiently as its owner pays the fee.",an elephant stands near a black and white parking meter waiting patiently for its owner to pay the fee,an elephant stands near a black and white parking meter waiting patiently for his owner to pay the fee,one of the elephants stands near a black and white parking lot and waits patiently for its owner to pay,20,22,37,2,26.3333333333333
"a giraffe stands in a large, grassy field, its long neck stretched up to catch a frisbee in the cloudy sky.",a giraffe stands in a large grassy field with a long neck stretched up to catch a frisbee in the cloudy sky,a giraffe stands in a large grassy field with a long neck stretched out to catch a frisbee in the cloudy sky ,a giraffe stands in a large grassy field with a long neck stretched out to catch a frisbee in the cloudy skies,17,19,21,2,19
"a peaceful morning with a bright blue sky, a colorful backpack sitting atop a small boat bobbing in the gentle waves of the lake.",a peaceful morning with a bright blue sky a colorful backpack sitting on a small boat bobbing in the gentle waves of the lake,a peaceful morning with a bright blue sky a colorful backpack sitting on a small boat bobbing in the gentle waves of the lake '',a peaceful morning with a bright blue sky a colorful backpack sitting on top of a small boat bobbing in the gentle waves of lake,16,18,23,2,19
"a teddy bear and giraffe are enjoying a sunny afternoon together in a grassy meadow, with the sun shining brightly in the sky.",a teddy bear and a giraffe are enjoying a sunny afternoon together in a grassy meadow with the sun shining brightly in the sky,a teddy bear and a giraffe are enjoying a sunny afternoon together in a grassy meadow with the sun shining bright in the sky,a teddy bear and a giraffe enjoy a sunny afternoon in a grassy meadow with the sun shining brightly in the sky,15,17,31,2,21
"a person is standing in the rain, holding a pair of scissors, while a gray cat watches curiously from nearby.",a person is standing in the rain holding a pair of scissors while a gray cat watches curiously from the nearby,a person stands in the rain holding a pair of scissors while a gray cat watches curiously from nearby,a person stands in the rain holding a pair of scissors while a gray cat watches curiously,17,19,31,2,22.3333333333333
"a morning sketch scene about a bird perched on the microwave, chirping away in the early morning sun.",this is a morning sketch scene about a bird perched on the microwave chirping in the early morning sun,a morning sketch scene about a bird perched on the microwave chirping in the early morning sun,a morning sketch of a bird perched on the microwave chirping in the morning sun,16,18,34,2,22.6666666666667
"on a rainy, grey morning, a handbag, a microwave, and a snowboard lay scattered across the wet pavement.",on a rainy grey morning a handbag a microwave and a snowboard sat scattered across the wet pavement,on a rainy grey morning a handbag a microwave and a snowboard were scattered across the wet pavement,on a grey rainy morning a handbag a microwave and a snowboard were scattered across the wet pavement,15,17,23,2,18.3333333333333
"a black and white photograph of a fire hydrant, spoon, and traffic light set against a cloudy sky creates a bleak yet captivating scene.",a black and white photograph of a fire hydrant spoon and a traffic light set against a cloudy sky creates a bleak yet captivating scene,a black and white photograph of a fire hydrant spoon and a traffic light set against a cloudy sky creates a bleak but captivating scene,it is a black and white photograph of a fire hydrant spoon and a traffic light against a cloudy sky,15,17,55,2,29
"a bright yellow school bus with a rusty red pickup truck parked in front of it in a grassy, sunny field.",a bright yellow school bus with a rusty red pickup truck parked in front of him in a grassy sunny field,a bright yellow school bus with a rusty red pickup truck was parked in front of it in a grassy sunny field,it's a bright yellow school bus with a rusty red pickup truck on a grassy field,15,17,39,2,23.6666666666667
"on a rainy black and white night, a lonely parking meter stands with a discarded cup and a half-eaten hot dog beside it.",on a rainy black and white night a lonely parking lot stands with a discarded cup and a half-eaten hot dog beside it,on a rainy black and white night a lonely parking meter stands with a discarded cup and a half-eaten hot dog next to it,on a rainy black and white night a lonely parking meter stands beside him with a discarded cup and a half-eaten hot dog,17,19,34,2,23.3333333333333
a cloudy scene about toilet could be described as a dreary bathroom filled with foggy air and a toilet bowl filled with murky water.,a cloudy scene about the toilet could be described as a dreary bathroom filled with foggy air and a toilet bowl filled with murky water,a cloudy scene on the toilet could be described as a dreary bathroom filled with foggy air and a toilet bowl filled with murky water,a cloudy scene about the toilet could be described as a dark bathroom filled with foggy air and a bowl of murky water,17,19,38,2,24.6666666666667
"a bright yellow spoon rests atop a wooden bench, surrounded by a vibrant array of colors from the surrounding flowers and trees.",and a bright yellow spoon rests on a wooden bench surrounded by vibrant colors from the surrounding flowers and trees,a bright yellow spoon rests on a wooden bench surrounded by vibrant colors from the surrounding flowers and trees,a bright yellow spoon rests on a wooden bench surrounded by colorful flowers and trees,25,27,55,2,35.6666666666667
a black and white morning scene of an orange umbrella shielding a bicycle from the sun's rays.,a black and white morning scene of an orange umbrella shielding a bicycle from the sun's light,a black and white morning scene of an orange umbrella protecting a bicycle from the sun's rays,a black and white morning scene of an orange umbrella protecting a bicycle from the sun,17,19,26,2,20.6666666666667
a sunny scene on tv might include a family having a picnic in a park with blue skies and a light breeze.,a sunny scene on tv might include a family picnicking in a park with blue skies and light breeze,one sunny scene on tv could include a family picnic in a park with blue skies and light breezes,one sunny scene on television might include a family picnicking in a park with blue skies and light breeze,27,29,35,2,30.3333333333333
a black and white photograph of a motorcycle parked in front of a stop sign with a giraffe in the background on a sunny morning.,a black and white photo of a motorcycle parked in front of a stop sign with a giraffe in the background on a sunny morning,a black and white photograph of a motorcycle in front of a stop sign with a giraffe in the background on a sunny morning,this is a black and white photograph of a motorcycle parked in front of a stop sign with a giraffe in the background,18,20,30,2,22.6666666666667
"a giraffe stands in the rain, its stark black and white figure illuminated by the light from a nearby refrigerator.",a giraffe stands in the rain its stark black and white figure illuminated by the light of a nearby refrigerator,a giraffe stands in the rain his stark black and white figure illuminated by the light of a nearby refrigerator,a giraffe stands in the rain his stark black and white figure is illuminated by the light of a nearby refrigerator '',16,18,23,2,19
"a black and white sketch of a chair, hair drier and mouse in a cloudy environment.",a black and white sketch of a chair hair dryer and a mouse in a cloudy environment,a black and white sketch of a chair hair dryer and mouse in a cloudy world,a black and white sketch of a chair hair dryer and a mouse in a cloudy atmosphere,16,24,26,2,22
"a black and white morning scene of a fire hydrant, boat, and banana basking in the warm sunlight.",a black and white morning scene of a fire hydrant boat and a banana basking in the warm sunlight,a black and white morning scene of a fire hydrant boat and banana basking in warm sunlight,a black and white morning scene of a fire hydrant boat and a banana in the warm sun,15,17,27,2,19.6666666666667
"a sketch of a cloudy scene showing a bear holding a tennis racket, with a clock in the background, in various shades of blue and grey.",sketch of a cloudy scene showing a bear holding a tennis racket with a clock in the background in various shades of blue and grey,a sketch of a cloudy scene showing a bear holding a tennis racket and a clock in the background in various shades of blue and grey,a sketch of a cloudy scene showing a bear holding a tennis racket in the background with a clock in various shades of blue and grey,15,17,37,2,23
"a giraffe stands in the night, illuminated by a stop sign, while a pair of scissors lay nearby on the ground.",a giraffe stands in the night illuminated by a stop sign and a pair of scissors lay nearby on the ground,a giraffe stands in the night illuminated by a stop sign while a pair of scissors lay on the ground,there's an giraffe in the night illuminated by a stop sign while scissors lay nearby,18,20,43,2,27
a night animation scene about a fork and spoon could show them dancing together in the moonlight.,a night animation scene about a fork and a spoon could show them dancing together in the moonlight,a night animation scene about a fork and a spoon could show them dancing together in the moonlight '',a night animation scene with a fork and a spoon could show them dancing in the moonlight,15,17,29,2,20.3333333333333
a black and white morning scene of a truck driving through a pasture filled with sheep and a potted plant sitting on the side of the road.,a black and white morning scene of a truck passing through a pasture filled with sheep and a potted plant sitting on the side of the road,a black and white morning scene of a truck driving through a pasture filled with sheep and a potted plant sitting on the side of the highway,a black and white morning scene of a truck passing through a pasture filled with sheep and a potted plant on the side of the road,17,19,25,2,20.3333333333333
"on a sunny morning, a black and white scene of a kite soaring in the sky, a bottle rolling on the ground, and a train chugging along the tracks can be seen.",on a sunny morning a black and white scene of a kite flying in the sky a bottle rolling on the ground and a train chugging along the tracks can be seen,one sunny morning a black and white scene of a kite flying in the sky a bottle rolling on the ground and a train chugging along the tracks can be seen,on a sunny morning a black and white scene can be seen of a kite flying in the sky a bottle rolling on the ground and a train chugging along the tracks,17,19,41,2,25.6666666666667
"on a sunny morning, a cup, giraffe, and fire hydrant are all enjoying the warmth of the sun, basking in its glow.",one sunny morning a cup giraffe and fire hydrant all enjoy the warmth of the sun and bask in its glow,one sunny morning a cup giraffe and fire engine enjoy the warmth of the sun basking in its glow,one sunny morning a cup giraffe and fire engine enjoy the warmth of the sun and bask in its glow,29,31,38,2,32.6666666666667
"a black and white night scene of a baseball bat, horse and snowboard silhouetted against a starry sky.",a black and white night scene of a baseball bat horse and a snowboard silhouetted against a starry sky,a black and white night scene with a baseball bat horse and snowboard silhouetted against a starry sky,a black and white night scene with a baseball bat horse and a snowboard silhouetted against a starry sky,15,17,19,2,17
"the morning sky was a clouded grey, and the sandwich, cat, and toilet all seemed to be tinged with a dull, muted hue.",and the morning sky was a cloudy grey and the sandwich cat and the toilet all seemed to have a dull muted hue,the morning sky was clouded grey and the sandwich cat and the toilet all seemed to have a dull muted hue,the morning sky was clouded grey and the sandwich cat and the toilet all seemed dull,30,32,49,2,37
a night animation scene about toilet and pizza could show a pizza delivery person having to use a toilet in an alleyway while a rat scurries around them.,one night animation about toilet and pizza could show a pizza delivery person using a toilet in an alleyway while a rat crawls around them,one night animation about toilet and pizza could show a pizza delivery person using a toilet in an alleyway while a rat crawls around him,one night animation about toilet and pizza could show a pizza delivery person using a toilet in an alleyway while a rat crawls around,34,36,39,2,36.3333333333333
"on a cloudy black and white morning, a giraffe stands at a traffic light as cars pass by.",one cloudy black and white morning giraffe stands at a traffic light as cars pass by,on a cloudy black and white morning a giraffe stands at the traffic light as cars pass,an early morning giraffe stands at the light as cars pass,17,19,48,2,28
"a black and white sketch of a stop sign, a toilet, and a tennis racket in a sunny scene.",a black and white sketch of a stop sign a toilet and tennis racket in a sunny scene,a black and white sketch of a stop sign a toilet and a tennis racket in a sunny spot,a black and white sketch of a stop sign a toilet and a tennis racket in a sunny landscape,15,17,19,2,17
a teddy bear and a tie are dancing in the rain together in a cheerful animated scene.,a teddy bear and a tie dance in the rain together in a cheerful animated scene,a teddy bear and a tie dance in the rain together in a cheerful animated scene '',a teddy bear and a tie dance together in the rain in a happy animated scene '',20,22,42,2,28
a cartoon character is joyfully dancing in the rain with a colorful umbrella twirling around them.,a cartoon character is joyfully dancing in the rain with a colorful umbrella around them,a cartoon character is joyfully dancing in the rain with a colorful umbrella around him,a cartoon character dances in the rain with a colorful umbrella,22,24,49,2,31.6666666666667
"on a rainy morning, a hot dog, a cat and a sandwich were huddled together under an awning, their colors muted by the grey sky.",on a rainy morning a hot dog a cat and a sandwich were huddled together under an awning their colors were muted by the grey sky,on a rainy morning a hot dog a cat and a sandwich were huddled together under an awning their colors were muted by the grey skies,at dawn a hot dog a cat and a sandwich were huddled under an awning their colors muted by the grey sky,18,20,36,2,24.6666666666667
"a sketch of a cup and a clock in a rainy scene, with droplets of rain running down the glass of the cup and the face of the clock.",a sketch of a cup and a clock in a rainy scene with drops of rain running down the glass of the cup and the face of the clock,a sketch of a cup and clock in a rainy scene with drops of rain running down the glass of the cup and the face of the clock,in a rainy scene with drops of rain running down the glass of the cup and on the face of the clock a sketch of the cup and the clock,16,18,82,2,38.6666666666667
"a black and white sketch of a morning scene depicting a potted plant, an orange, and a dining table.",a black and white sketch of a morning scene depicting a potted plant orange and a dining table,a black and white sketch of a morning scene depicting a potted plant orange and a dining table '',a black and white sketch of a morning scene with a potted plant an orange and a dining table,16,18,20,2,18
"a sunny morning animation scene of a parking meter, wine glass, and boat sailing together peacefully across a bright blue sky.",a sunny morning animation scene of a parking meter wine glass and boat sailing peacefully across a bright blue sky,a sunny morning animation scene of a parking meter wine glass and a boat sailing peacefully across a bright blue sky,a sunny morning animation scene of a parking meter a wine glass and a boat sailing peacefully across a blue sky,22,24,33,2,26.3333333333333
"a person stands in the rain, watching a train pass by while holding a sports ball, creating a peaceful yet melancholic animation scene.",a person stands in the rain watching a train pass while holding a sports ball creating a peaceful yet melancholic animation scene,a person stands in the rain watching a train pass while holding a sports ball creating a peaceful but melancholic animation scene,someone stands in the rain watching a train pass while holding a ball creating a peaceful but melancholic animation scene,16,18,30,2,21.3333333333333
"a bright rainbow of colors is seen in the morning sky as the rain patters against an open umbrella, a baseball bat, and a parked truck.",there's a bright rainbow in the sky as the rain patters against an open umbrella baseball bat and a parked truck,there's a bright rainbow in the sky as the rain patters against an open umbrella baseball bat and a parking truck,there's a bright rainbow in the sky as the rain patters against an open umbrella baseball bat and a parked vehicle,39,42,44,2,41.6666666666667
"a person in a bright yellow jacket is standing in front of a microwave in the early morning light, while a red motorcycle gleams in the sun nearby.",a person in a bright yellow jacket stands in front of a microwave in the early morning light while a red motorcycle glows in the sun nearby,a person in a bright yellow jacket stands in front of a microwave in the early morning light while a red motorcycle shines in the sun nearby,man in a yellow jacket stands in front of a microwave in the early morning light while a red motorcycle glows in the sun,22,24,42,2,29.3333333333333
"a group of friends are sitting around a table, laughing and enjoying donuts and coffee.",friends are sitting around a table laughing and enjoying donuts and coffee,friends are sitting around a table laughing and enjoying donuts and a coffee,they sit around a table laughing and enjoying coffee and donuts,24,26,47,2,32.3333333333333
"on a sunny morning, a train chugged past as a pair of scissors glinted in the sun and a keyboard clacked in the background.",it was a sunny morning as the train passed a pair of scissors glinted in the sun and a keyboard played in the background,it was a sunny morning as the train passed a pair of scissors glinted in the sun and a keyboard scrambled in the background,it was a sunny morning as the train passed a pair of scissors glinted in the sun and a keyboard buzzed,32,34,52,2,39.3333333333333
a white vase standing out against a stark black background creates a striking contrast.,a white vase against a stark black background creates a striking contrast,a white vase against a dark black background creates a striking contrast,there is a white vase on a black background,26,28,63,2,39
"a black and white photograph of a sunny morning captures a group of friends playing frisbee in a park, a bus passing by, and a traffic light changing from green to yellow.",a black and white photograph of a sunny morning captures a group of friends playing frisbee in a park a bus passing and a traffic light changing from green to yellow,a black and white photograph of a sunny morning captures a group of friends playing frisbee in a park a bus passing by and a traffic light changing green to yellow,a photograph taken in black and white on a sunny morning shows a group of friends playing frisbee in a park a bus passing by and a yellow traffic light,16,18,69,2,34.3333333333333
"a night-time scene of a skateboarder gliding through the air, illuminated by an orange streetlight and holding a baseball glove in one hand.",a night-time scene of a skateboarder flying through the air illuminated by an orange streetlight and holding a baseball glove in one hand,a night scene of a skateboarder gliding through the air illuminated by an orange streetlight and holding a baseball glove in one hand,in the evening a skateboarder gliding through the air illuminated by an orange streetlight and holding a baseball glove in his hand,16,18,31,2,21.6666666666667
a galloping white horse is running across a field of wildflowers with the sun setting in the background.,a galloping white horse is running through a field of wildflowers with the sun setting in the background,a galloping white horse runs across a field of wildflowers with the sun setting in the background,with the sun setting in the background a galloping white horse runs across a field of wildflowers,18,20,82,2,40
the bright colors of the frisbee and bowl stand out against the grey sky as the rain falls around them.,and the bright colors of the frisbee and the bowl stand out against the grey sky as the rain falls around them,the bright colors of the frisbee and bowl stand out against the grey sky when the rain falls around them,and the bright colors of the bowl and the frisbee stand out against the grey sky when the rain falls around them,15,17,33,2,21.6666666666667
a person is sitting on a bright blue couch surrounded by a vibrant rainbow of colors.,a person is sitting on a bright blue couch surrounded by a bright rainbow of colors,the person is sitting on a bright blue couch surrounded by a rainbow of colors,there's a person on a bright blue couch surrounded by a colorful rainbow of colors,18,20,29,2,22.3333333333333
"on a sunny day, a black and white cow is lounging on a bed of grass in a meadow.",on a sunny day a black and white cow sits on a bed of grass in a meadow,on a sunny day a black and white cow is lounging on a grassy bed in a meadow,it's a sunny day and a black and white cow is lounging in a grassy field,22,24,35,2,27
"a night rainy scene of a cell phone sitting on a sink, illuminated by the moonlight, creates a surreal atmosphere.",a rainy scene of a cell phone on a sink illuminated by moonlight creates a surreal atmosphere,a rainy night scene of a cell phone on a sink lit by moonlight creates a surreal atmosphere,a rainy scene of a cell phone on a sink lit by moonlight creates a surreal atmosphere,31,37,39,2,35.6666666666667
"a morning sun is shining down on a grassy field, where a book lies open next to a baseball glove, ready for a game.",the morning sun shines on a grassy field where a book is open next to a baseball glove ready for a game,the sun is shining on a grassy field where a book is open next to a baseball glove ready for a game,a morning sun shines on a grassy field where a book is open next to a baseball glove ready for the game,25,27,29,2,27
"a night sketch scene of a cell phone and a banana could depict a person sitting in the moonlight, illuminated by the light of the phone, peeling the banana and eating it.",for example a night sketch of a cell phone and a banana could depict a person sitting in the moonlight illuminated by the light of the phone peeling the banana and eating it,a night sketch of a cell phone and a banana could depict a person sitting in the moonlight illuminated by the light of the phone peeling the banana and eating it,a scene from a night sketch of a cell phone and a banana could depict a person sitting in the moonlight illuminated by the light of the phone peeling the banana and,17,19,29,2,21.6666666666667
"a sunny morning scene of a tennis racket, truck, and toothbrush in black and white gives a peaceful yet nostalgic feel.",a sunny morning scene of a tennis racket truck and a toothbrush in black and white gives a peaceful yet nostalgic feel,a sunny morning scene of a tennis racket truck and a toothbrush in black and white gives a peaceful but nostalgic feel,a sunny morning scene of a tennis racket truck and a toothbrush in black and white gives a peaceful yet nostalgic look,15,17,19,2,17
"a cartoon character is struggling to tie his shoelaces, but eventually succeeds after multiple attempts.",a cartoon character is struggling to tie his shoes but eventually succeeds after multiple attempts,a cartoon character struggles to tie his shoelaces but eventually succeeds after multiple attempts,a cartoon character is struggling to tie his shoelaces but eventually succeeds after several unsuccessful attempts,17,19,31,2,22.3333333333333
"a remote-controlled hot air balloon is soaring through the sky, its colorful tie fluttering in the wind.",a remote-controlled hot air balloon soaring through the sky its colorful tie fluttering in the wind,a remote-controlled hot air balloon is soaring through the sky its colorful tie fluttering in the breeze,a remote controlled hot air balloon is soaring through the sky its colorful tie flies in the wind,16,18,21,2,18.3333333333333
"on a sunny black and white morning, a giraffe stands in the middle of the street, a car drives past, and a hot dog vendor sets up shop nearby.",an early morning giraffe stands in the middle of the street a car drives past and a hot dog vendor sets up shop nearby,an early morning giraffe stands in the middle of the street a car drives past and a hot dog vendor sets up shop nearby '',an early morning giraffe stands in the middle of the street a car drives past and a hot dog vendor is set up in the vicinity,37,39,54,2,43.3333333333333
"a black and white night scene of a stop sign, skis, and a truck parked in the cloudy sky creates a peaceful yet eerie atmosphere.",a black and white night scene of a stop sign skis and a truck parked in the cloudy sky creates a peaceful but eerie atmosphere,a black and white night scene with a stop sign skis and a truck parked in the cloudy sky creates a peaceful yet eerie atmosphere,a black and white night scene with a stop sign skis and a truck in the cloudy sky creates a peaceful yet eerie atmosphere,15,17,24,2,18.6666666666667
a black and white animation scene of a clock ticking and a bus driving by.,a black and white animation scene of a clock ticking and a bus passing by,a black and white animation scene of a clock ticking and a bus passing '',a black and white animation of a clock ticking and a bus passing,17,19,26,2,20.6666666666667
"a backpack and teddy bear are sitting in a dimly lit room, surrounded by clouds of uncertainty.",they sit in a dimly lit room surrounded by clouds of uncertainty,they sit in a dimly lit room surrounded by clouds of uncertainty '',they sit in a dark room surrounded by clouds of confusion,43,45,61,2,49.6666666666667
"on a sunny morning, a snowboarder glides down a powdery slope, carving graceful turns as a fork of sunlight pierces through the clouds.",on a sunny morning a snowboarder glides down a powdery slope carving graceful turns as a fork of sunlight passes through the clouds,one sunny morning a snowboarder glides down a powdery slope carving graceful turns as a fork of sunlight passes through the clouds,at dawn a snowboarder glides down a powdery slope carving graceful turns as a fork of sunlight pierces through the clouds,17,19,27,2,21
"a remote and an orange come alive in the morning sunlight, dancing and playing together in a whimsical animation scene.",a remote and an orange come alive in the morning sunlight dancing and playing together in a whimsical animation,a remote and an orange come alive in the morning sunlight dancing and playing in a whimsical animation scene,a remote and an orange come alive in the morning sunshine dancing and playing together in a whimsical animation,19,22,24,2,21.6666666666667
"a cloudy sketch scene of a woman sitting on a couch with a hair drier in her hand, looking out the window at a truck parked outside.",a cloudy sketch scene of a woman sitting on a couch with a hair dryer in her hand and looking out the window at a truck parked outside,a cloudy sketch of a woman sitting on a couch with a hair dryer in her hand looking out the window at a truck parked outside,in a cloudy sketch there's a woman sitting on a couch looking out the window at a truck parked outside,18,20,48,2,28.6666666666667
"a cozy night scene with a book in one hand and a donut in the other, illuminated by a rainbow of twinkling lights.",a cozy night scene with a book in one hand and a donut in the other illuminated by a rainbow of twinkled lights,a cozy night scene with a book in one hand and a donut in the other illuminated by a rainbow of glowing lights,a cozy night scene with a book in one hand and a donut in the other lit by a rainbow of twinkling lights,16,19,21,2,18.6666666666667
"a cloudy night sky dotted with colorful kites, illuminated by the flicker of a distant television, and the sound of a handbag clinking against the pavement.",and a cloudy night sky dotted with colorful kites illuminated by the flicker of a distant television and the sound of a handbag pressing against the pavement,a cloudy night sky dotted with colorful kites illuminated by the flicker of a distant television and the sound of a handbag pressing against the pavement,a cloudy night sky dotted with colorful kites illuminated by the flicker of a distant television and the sound of a handbag slapping the pavement,16,18,25,2,19.6666666666667
"on a sunny morning, a squirrel sits in the park eating a freshly-baked donut and a banana, enjoying the warmth of the sun.",one sunny morning a squirrel sits in the park eating a freshly baked donut and a banana enjoying the warmth of the sun,on a sunny morning a squirrel sits in the park eating a freshly baked donut and a banana enjoying the warmth of the sunshine,a squirrel sits in the park eating a freshly baked donut and a banana enjoying the warmth of the sun,16,18,33,2,22.3333333333333
"the rain pattered against the window as the sweet smell of freshly-baked cake wafted through the air, while the kitchen sink filled up with water.",the rain fell on the window as the sweet smell of freshly baked cake wafted through the air while the kitchen sink filled with water,the rain fell on the window as the sweet smell of freshly baked cake wafted through the air while the kitchen sink filled with water '',the rain fell on the window as the smell of freshly baked cake wafted through the air while the sink filled with water,30,32,44,2,35.3333333333333
"on a rainy night, the sound of a hair drier is heard in the background as the smell of pizza wafts through the air.",on a rainy night the sound of the hair dryer is heard in the background as the smell of pizza wafts through the air,it is a rainy night and the sound of a hair dryer is heard in the background as the smell of pizza wafts through the air,it is a rainy night and the sound of a hair dryer is heard in the background,17,19,63,2,33
"a heavy rain is pouring down, the cup is filled with orange juice, and a car is driving slowly by with its headlights on.",a heavy rain is coming down the cup is filled with orange juice and a car is slowly passing with its headlights on,when heavy rain falls the cup is filled with orange juice and a car is slowly passing with its headlights on,when heavy rain falls the cup is filled with orange juice and a car slowly passes with its headlights on,31,42,44,2,39
a black and white animation scene depicts a baseball glove catching a cell phone.,a black and white animation scene depicts a baseball glove touching a cell phone,a black and white animation scene depicts a baseball glove catching a phone,a black and white animation scene shows a baseball glove catching a cell phone '',16,18,21,2,18.3333333333333
a brightly-colored night scene of a zebra riding a bicycle against a backdrop of stars and a full moon.,bright night scene of a zebra riding his bicycle against the backdrop of stars and a full moon,bright night scene of a zebra riding his bicycle against the backdrop of stars and full moons,bright night scene of a zebra riding his bicycle against the backdrop of the stars and the moon,31,33,41,2,35
"a cozy, grey-tinged scene of a bed tucked in the corner of a ski lodge, with rain pattering against the windowpane outside.",a cozy grey-tinged scene of a bed hidden in the corner of a ski lodge with rain pattering against the windowpane outside,a cozy grey-tinged scene of a bed in the corner of a ski lodge with rain pattering against the windowpane outside,a cozy grey-tinged scene of a bed in the corner of a ski lodge with rain pattering against the window,18,20,32,2,23.3333333333333
"a woman is walking briskly through the city streets, her handbag swinging from her arm as the morning sun glints off the metal hardware.",a woman walks briskly through the city streets her handbag swinging from her arm as the morning sun shines off the metal hardware,a woman walks briskly through the city streets her handbag swinging from her arm as the morning sun reflects off the metal hardware,as the morning sun shines off the metal hardware a woman walks briskly through the streets,22,24,105,2,50.3333333333333
"a night sky illuminated by the glow of countless cell phones as people text, talk, and scroll through their social media feeds.",a night sky illuminated by the glow of countless cell phones as people text talk and scroll through their social media,a night sky lit by the glow of countless cell phones as people text talk and scroll through their social media feeds,as people text talk and scroll through their social media feeds the night sky is illuminated,19,21,101,2,47
a black and white morning scene of a spoon delicately scooping out a ripe banana from its skin.,a black and white morning scene of a spoon delicately scooping a ripe banana from its skin,a black and white morning scene of a spoon gently scooping out a ripe banana from its skin,a black and white morning scene of a spoon carefully scooping a ripe banana from its skin '',17,19,27,2,21
"a person is sitting on a couch, eating a piece of cake, while the night sky is filled with dark clouds and the moonlight creates a shadowy black and white scene.",a person is sitting on the couch eating a piece of cake while the night sky is filled with dark clouds and the moonlight creates a shadowy black and white scene,person sitting on a couch eating a piece of cake while the night sky is filled with dark clouds and the moonlight creates a shadowy black and white scene,while the night sky is filled with dark clouds the moonlight creates a shadowy black and white scene,16,18,71,2,35
"on a sunny morning, a curious cat pounces around a glass bottle, batting it around with its paws.",at dawn a curious cat pounces on a glass bottle and flies it with its paws,at dawn a curious cat pounces on a glass bottle and flies it with his paws,at dawn a curious cat pounces on a glass bottle and paws it,45,47,54,2,48.6666666666667
"a light rain is falling over the city as a plane flies overhead, leaving a trail of donut-scented exhaust in its wake.",a light rain falls over the city as a plane flies overhead leaving a trail of donut-scented exhaust,light rain falls over the city as a plane flies overhead leaving a trail of donut-scented exhaust,light rain descends on the city as the plane passes overhead leaving behind a trail of donut-scented exhaust,31,33,54,2,39.3333333333333
"a tennis racket and keyboard sit in a dreary, rainy-day scene of muted colors.",a tennis racket and a keyboard sit in a dreary rainy day scene of muted colors,a tennis racket and a keyboard sit in a dreary rainy scene of muted colors,a tennis racket and a keyboard sit in a dreary rainy landscape of muted colors,16,19,21,2,18.6666666666667
"on a sunny morning, a cow grazes in a meadow while a spoon balances atop a potted plant and a warm breeze rustles the leaves.",on a sunny morning a cow grazes in a meadow while a spoon balances on a potted plant and a warm breeze rustles the leaves,on a sunny morning a cow grazes in a meadow while a spoon balances a potted plant and a warm breeze rustles the leaves,one sunny morning a cow grazes in a field while a spoon balances atop a potted plant and the leaves are rustled by a warm breeze ,16,18,47,2,27
a black and white animation scene depicting a toothbrush sailing a boat across a lake.,a black and white animation scene depicts a toothbrush sailing a boat across a lake,there is a black and white animation scene depicting a toothbrush sailing across a lake,a black and white animation scene depicting a toothbrush sailing through a lake,16,18,24,2,19.3333333333333
"a bear is standing in a vibrant rainbow of rain, looking up at a microwave that is being illuminated by a lightning strike.",a bear stands in a bright rainbow of rain looking at a microwave that is illuminated by a lightning strike,a bear stands in a bright rainbow of rain looking at a microwave that is illuminated by lightning strikes,a bear stands in a bright rainbow of rain looking at a microwave illuminated by lightning,33,35,50,2,39.3333333333333
"on a sunny morning, a black and white cat lounges contentedly on the floor next to a hair drier and a spoon, basking in the warmth of the sun.",at dawn a black and white cat sits contently on the floor next to a hairdryer and a spoon in the warmth of the sun,at dawn a black and white cat sits contently on the floor next to a hair dryer and to a spoon in the warmth of the sun,at dawn a black and white cat sits contently on the floor next to a hair dryer and to a spoon in the warm sun,45,47,56,2,49.3333333333333
"a cozy scene of a bed with a dog curled up on it, illuminated by the moonlight streaming through the window.",a cozy scene of a bed with a dog curled up on it illuminated by the moonlight streaming through the window '',a cozy scene of a bed with a dog snuggled up on it illuminated by the moonlight streaming through the window,and a cozy scene of a bed with a dog lying on it lit by the moonlight streaming through the window,15,17,27,2,19.6666666666667
"the night sky was illuminated by the colorful neon lights of the pizzeria, bakery and donut shop, creating a vibrant atmosphere.",the night sky was illuminated by colorful neon lights of the pizzeria bakery and donut shop creating a vibrant atmosphere,the night sky was illuminated by the colorful neon lights of the pizzeria bakery and donut shop creating a lively atmosphere,the neon lights of the pizzeria bakery and donut shop illuminated the night sky creating a vibrant atmosphere,17,19,79,2,38.3333333333333
"a teddy bear sits in a sun-drenched meadow, basking in the morning light and curiously poking at a nearby fork with its paw.",it sits in a sun-drenched meadow basking in the morning light and curiously poking at a nearby fork with its paw,it sits in a sun-drenched meadow basking in the morning light and curiously poking at a nearby fork with his paw,it sits in a sun-drenched meadow basking in the morning light and curiously poking at the nearby fork,24,26,40,2,30
